ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV1746	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	type_III	NA	NA
ASV17460	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV17462	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tropicimonas	NA
ASV17463	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
ASV17464	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Silicimonas	NA
ASV17465	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Actibacterium	NA
ASV17466	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV17467	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV17468	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV1747	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA
ASV17470	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV17471	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV17473	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	NA
ASV17474	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV17475	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV17476	Bacteria	Firmicutes	Clostridia	Peptostreptococcales_Tissierellales	Peptostreptococcales_Tissierellales_fa	Finegoldia	NA
ASV17477	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV17478	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium_Neorhizobium_Pararhizobium_Rhizobium	NA
ASV17479	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV1748	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN_169_marine_group	NA	NA
ASV17480	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA	NA
ASV17481	Bacteria	Proteobacteria	Gammaproteobacteria	AT_s2_59	NA	NA	NA
ASV17482	Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	NA	NA
ASV17484	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV17485	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA	NA
ASV17486	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA	NA
ASV17487	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA	NA
ASV17489	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Flammeovirga	NA
ASV17494	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Parvularcula	NA
ASV17495	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Marinicaulis	NA
ASV17496	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	Pseudopelobacter	NA
ASV17497	Bacteria	Firmicutes	Clostridia	Peptostreptococcales_Tissierellales	Peptostreptococcaceae	NA	NA
ASV17500	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	NA
ASV17501	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	NA
ASV17502	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira	NA
ASV17503	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira	NA
ASV17504	Bacteria	Myxococcota	Polyangia	UASB_TL25	NA	NA	NA
ASV17505	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25_593	NA	NA
ASV17506	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Haematospirillum	NA
ASV17507	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Candidatus_Bacilloplasma	NA
ASV17508	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	NA
ASV1751	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	NA
ASV17511	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	NA
ASV17512	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	NA
ASV17513	Bacteria	Firmicutes	Clostridia	Peptostreptococcales_Tissierellales	Peptostreptococcales_Tissierellales_fa	Anaerococcus	NA
ASV17514	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA
ASV17515	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	NA
ASV17516	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA
ASV17517	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	NA	NA	NA
ASV17518	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
ASV17519	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA
ASV1752	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
ASV17520	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV17521	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	Acetobacteroides	NA
ASV17522	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella	NA
ASV17523	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	NA	NA
ASV17525	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Carboxylicivirga	NA
ASV17526	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV17527	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_Amoebophilus	NA
ASV17528	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV17529	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	NA
ASV17530	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	NA	NA
ASV17531	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Marinilabilia	salmonicolor
ASV17532	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	PS1_clade	NA	NA
ASV17534	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500_3	NA
ASV17535	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500_3	NA
ASV17536	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Zhizhongheella	NA
ASV17537	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	NA
ASV17539	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	NA
ASV1754	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
ASV17540	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA
ASV17541	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Breoghania	NA
ASV17542	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV17543	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	NA	NA
ASV17544	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV17545	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
ASV17546	Bacteria	Firmicutes	Thermoanaerobacteria	Thermoanaerobacterales	Family_III	Thermoanaerobacterium	NA
ASV17547	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	NA
ASV17548	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV17549	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	NA
ASV1755	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
ASV17550	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Azorhizobium	NA
ASV17551	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV17552	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA
ASV17557	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
ASV17558	Bacteria	Actinobacteriota	Actinobacteria	Euzebyales	Euzebyaceae	NA	NA
ASV17559	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	NA	NA
ASV1756	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	NA	NA	NA
ASV17560	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV17561	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV17562	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV17563	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina	NA
ASV17564	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV17565	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Actibacter	NA
ASV17566	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	NA	NA
ASV17567	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	NA
ASV17569	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina	NA
ASV1757	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira	NA
ASV17570	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV17571	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV17572	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV17573	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	NA	NA
ASV17574	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	B2706_C7	NA
ASV17575	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	NA	NA
ASV17576	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus_Thiobios	NA
