Clade,sample_id,its2_count,species,region,ASV1236,ASV0421,ASV0691,ASV0899,ASV1004,ASV1041,ASV1058,ASV12542,ASV1294,ASV13113,ASV1318,ASV2269,ASV2542,ASV2660,ASV2737,ASV2840,ASV3053,ASV3077,ASV3134,ASV3140,ASV3579,ASV6119,ASV7557,ASV8422,ASV1086,ASV1310,ASV15750,ASV16905,ASV2033,ASV2089,ASV2127,ASV2725,ASV2804,ASV3075,ASV3327,ASV3342,ASV3532,ASV3600,ASV4013,ASV4136,ASV4195,ASV4407,ASV4717,ASV6794,ASV8324,ASV8981,ASV9859,ASV0936,ASV12683,ASV1293,ASV13055,ASV17063,ASV2228,ASV2769,ASV2803,ASV2896,ASV3062,ASV3107,ASV3265,ASV3666,ASV4497,ASV6914,ASV0576,ASV0673,ASV0772,ASV0862,ASV0898,ASV0910,ASV0964,ASV10059,ASV10263,ASV1088,ASV1101,ASV1183,ASV11956,ASV12774,ASV1321,ASV13793,ASV14482,ASV15483,ASV2062,ASV2132,ASV2413,ASV2490,ASV2594,ASV2822,ASV2863,ASV2910,ASV2980,ASV3307,ASV3474,ASV3502,ASV4236,ASV4842,ASV4894,ASV5290,ASV5501,ASV5795,ASV5987,ASV6267,ASV6862,ASV7145,ASV7673,ASV7789,ASV7809,ASV8002,ASV8205,ASV9155,ASV9221,ASV9311,ASV9557,ASV9936,ASV1445,ASV4232,ASV6479,ASV0142,ASV0378,ASV1122,ASV0123,ASV2064,ASV4459,ASV0448,ASV0397,ASV0485,ASV1566,ASV1365,ASV1065,ASV0722,ASV12660,ASV0223,ASV0229,ASV0877,ASV0983,ASV0626,ASV4146,ASV4175,ASV2082,ASV2272,ASV2245,ASV0590,ASV0217,ASV0416,ASV1056,ASV7777,ASV0455,ASV0604,ASV6100,ASV11359,ASV6604,ASV5004,ASV1483,ASV9773,ASV4059,ASV1193,ASV4610,ASV0742,ASV1502,ASV0195,ASV1213,ASV1648,ASV6984,ASV0396,ASV4297,ASV2622,ASV3512,ASV2411,ASV2291,ASV0807,ASV1292,ASV1035,ASV0070,ASV0255,ASV0057,ASV0077,ASV0625,ASV2464,ASV1315,ASV2673,ASV2161,ASV0337,ASV7680,ASV0611,ASV3118,ASV1284,ASV0889,ASV4649,ASV1108,ASV0738,ASV0473,ASV0598,ASV0429,ASV1549,ASV1203,ASV4532,ASV0274,ASV0163,ASV1298,ASV9424,ASV0412,ASV0284
0,PDOG-R2-5,11976,P,DOG,0,-0.23335394077439187,0.9820912647137812,0.8947341660266712,0,0,0,0,0.7665235072080288,0,0,0,0,0.2462191394874944,0,0,0,0,0,0,0,0,0,-1.9510054378487252,0,0.6829367910997632,0,0,0,0,-1.0935552059975033,0,0,0,0,0,0,0,0,0,0,0,-0.8523931491806152,-0.8523931491806152,0,0,0,0,0,-0.638819048882556,0,0,0,0,-1.03471470597457,0,0,0,0,0,0,0,1.1497301447152504,1.0267083302025881,-0.9011833133500473,0,0,0.8864007844675275,0,0,0,0,-0.09025309713371854,0,-1.7568494234077674,0,0,0,0,0,0,0,0,-0.19561361279154443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.371186942595783,0,0,0,0,0,-1.4990203141056675,0,0,0,0,0,0,-1.6456237882975433,0,2.207877645510947,-0.02571457599614746,0,2.493325080161312,0,0,0,-0.5827295822315124,-1.4120089371160378,0,0,0,0,0,0.18906072564754606,0.9353901716677999,0,0,0,0,0,0,0,0,0,2.2222823267134952,-1.4545685515348339,0,0,0.7759132475578676,0,0,0,0,0,0,0,0,-0.9524766077375979,0,0,0,-0.7399151657539251,0,0,0,1.421204406940178,-2.025113410002447,-0.9011833133500473,0,0,0,0.7665235072080288,0,0,1.6846992537779553,-0.41567549756834676,3.558961100587787,1.3553578411425917,0,0,0,0,0,0.37975053211201715,0,0,0,-0.036185875863442796,-1.2578582572887798,0,0,1.4454186650607728,0.19742897531806225,0.9313981503982625,-0.27257465392767344,0,-2.192167494665613,0,1.1002966868600765,-1.5455403297405605,0,0,-0.3705550622878766,0
0,SWAJ-R3-15,19657,S,WAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09481049079071546,0,0,0,0,0,0,0,1.4978203033270039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3106546173174487,0,0,0,0,0,0,0,0.02297254486566791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13737010520951154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1934227794588255,0,0,0.09443150884781293,0,0,0,0,-0.5002755988988801,0,0,0,0,0,0
1,SFAR-R4-6,281,S,FAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012192568713309537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.290088303159624,0,0,0,0,0,0,0,0,0,0,0.2778957344463153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,SWAJ-R4-3,255,S,WAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5309798492077187,0,0,0,0.054055777117409054,0,0,0,0,0,0,0,0,0,0,0.054055777117409054,0,0,0,0,0,0,0,-0.6390914034425359,0,0,0,0,0,0
1,PMAQ-R1-12,2102,P,MAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5635945172960177,0,-0.8226998438238726,0.25910532652785623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PDOG-R2-10,21390,P,DOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5692791432627446,0,0,0,0,-1.022735436894675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4414457717528601,0,0,0,0,0,0,0,0,0,0,0,0,-1.2930257666345866,0,0,0,0,0,-1.328117086445857,0,0,0,0,0,0,0,0,0,-2.1754149468330604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6172703287865104,0,0,0,0,0,0,0,3.486677100768932,0,0,3.6606133722623495,-1.0768026581649508,0,0.5270642092196942,-0.7482985911929148,0,0,-0.2782949619471795,0,0,0,0,0,0,0,1.2004646268448047,0,0,0,0,0,0,0.4085826055991708,0,0,0,0,-1.2263343921359144,-0.9467495299167528,0,0,0,0,0,0,0,0,-0.194413477966477,0,0,0,0,0,0,0,-1.482267766273115,0,0,0,0,0,1.8027078602996092,0.4929699978767186,0,4.673562961446577,0,0,0,0,0,-1.8877328743812796,0,0,0,0,0,0,0,0,0,-0.41182635457170136,-0.9226519783376923,-0.194413477966477,0,0,0,0,2.5644318091469103,0,0,0,0
1,SKAU-R1-4,1660,S,KAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,SYAN-R4-7,9359,S,YAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5619137583837523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051190714502656665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5107230438810966,0,0,0,0,0,0,0,0
1,SWAJ-R3-10,17,S,WAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,PMAQ-R1-6,41,P,MAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PKAU-R3-23,15534,P,KAU,0,0.5436926583755346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8268533457762168,0,0,0,0,0,0,0.7180460455203121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8268533457762168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01592312955988806,0,0,0.4078911172164732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PKAU-R3-11,16091,P,KAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2984697582353051,-0.34725992240473724,0,0.6272997175933939,0,0,0,0,0,0,0,-0.16493836561078234,0,0,0,0,0,0,0,0,0,0,0,0,0.18336832865743347,0,0,0,0,0
1,PWAJ-R3-18,298,P,WAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,SWAJ-R3-2,2178,S,WAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,SYAN-R4-24,138,S,YAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,SMAQ-R1-2,2025,S,MAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39609338019981166,-0.6305454088432083,0,0.2344520286433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,SYAN-R3-17,1696,S,YAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PDOG-R1-29,16299,P,DOG,0,1.350683488624414,0,-1.334893856625738,0,0.9406625639803883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7403589647339022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7106461333784164,0,0,0,0,0,0.2197358193133674,0,0,0,0,0,-1.7403589647339022,-0.9984216200045251,0,0,-0.951901604369632,0,1.0446522775044356,0,0.4679154487889017,0.947488529050788,0,0,0,-1.1525722998317836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6234826303844843,0,0,0,0,0,-1.334893856625738,-0.1309210522998021,-1.4038867281126897,0,0,0,0,0.287789282558383,0.1001906686635845,0.16174856166301765,0,-0.5165835331117865,0,0,-0.37938241159830177,0,0,0,0.7106461333784164,0.051400504494152344,0,0,0.3997071987623686,-1.8457194803917285,0,0,0,0,0,0,0,-0.8648902273800023,0,0,-0.6089568532428018,1.3552186437898044,0,0,0,-1.334893856625738,0,0,0,0,0,0,0,-0.19279645601788964,2.4185241186257693,0.1001906686635845,0.9128829998733128,2.0208411509596598,-0.6089568532428018,0,0,0,0,2.1494184317469243,0,0,0,0,0,0,0,0,1.2402596710100404,0.051400504494152344,-0.8648902273800023,0,0,0,-0.2817439420343857,0,0,0,-0.5464364962614678,-0.4320261450837237
0,SKAU-R2-4,15417,S,KAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6745316830668888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058620832106755394,0,0,0.2778351052810759,0,0,-1.3474761563093147,0,0,0,0,0,0,0,0,0,1.6855519019883731,0,0,0,0,0,0,0,0,0,0,0,0,0
1,SMAQ-R2-10,22599,S,MAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,SYAN-R1-30,10802,S,YAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03775225898206047,0,0,0,0,0,0,0,0,0,0,0,0,0.7575676866241672,0.010353284793946038,0,1.0419548631790958,-1.6272555046068506,0,0,0,0,0,-0.9341083240469055,0,0,0,0,0,0,0,0.41581839290211065,0,0,0,0,0,0.06442050606422178,0,0,0,0.23349683610815575,0
0,PDOG-R2-25,21897,P,DOG,-0.037920833389074815,1.6484781201811538,0,-0.5795181158218199,-1.3711053691950172,-0.08444084902396831,-2.9466417299534364,0,-1.3044139946963451,0,-1.1830531376920779,0,-0.7871574806000639,0,0,0,-0.5795181158218199,-2.9466417299534364,0,0,0,0,0,0,2.1593037439471443,0,0,0,0,-0.15343372051091908,-0.23859152885122636,-0.5795181158218199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4148903953162879,0,0.006530929181758793,0,0,0,0,0,0,0,-1.7939622200150511,0,0,-1.9658124769417102,0,0,-0.6112668141363997,0,0.6368772085026739,1.6297859871690008,-2.6589596575016556,0.6275748158403598,0,0,0.12141120518018056,0,0,0,0,0,0,0,0,-2.6589596575016556,-0.24976482944935174,0,0,0,0,0,0,0,0,-0.6779581886350723,0,-1.4061966890062876,0,0,0,-1.9051878551252752,-1.6938787614580684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5382422901601531,1.8722948455362678,0,1.8546433349609455,-2.6589596575016556,0,1.8408500128286098,1.8352789677791543,1.3042316345008897,-1.7426689256275005,0,0.049090543600554426,2.1222624722667955,0,1.7953876387518521,3.2792359607269868,-0.8465809010708649,0.3241938338454755,-0.7130495084463417,0,0,0,0,0,-1.0495217450675551,0.5345983593822554,0.5649037088775843,0,0,-0.3689533467144699,-1.4425643331771623,0,0,0,0,0,0,0,0,0,-0.888253597471433,0,1.039251124041165,0,0,0,0.5748047798602958,0,-2.792491050126178,0,-0.15343372051091908,-0.5952664727899588,0,0.43208279585666,0.34919513605089225,3.682281091853903,1.5859577631998194,2.7203614931994684,3.54837203194976,0.05738934641524995,0,0,0,0,1.7553526406701945,0,0,-1.127483286537267,0,0,0,0,0,-0.10367221095185553,0,0,0,0.08188036642354568,0,0.5549036255430009,0.6687705722786275,0,0,0.49270741767309545,-0.8065755664571657
1,SMAQ-R1-8,1199,S,MAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03572948199107273,0,0,0.03572948199107229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,SMAQ-R2-3,3147,S,MAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,SYAN-R4-11,7949,S,YAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PYAN-R3-2,15868,P,YAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
