ASV,seed23_run2,seed105_run3,seed12_run4
ASV11370,10,3,6
ASV11376,10,3,6
ASV1138,10,3,6
ASV11387,10,3,6
ASV1139,12,5,4
ASV11390,10,3,6
ASV11397,10,3,6
ASV1140,15,3,6
ASV11400,10,3,6
ASV11401,10,3,6
ASV11405,10,3,6
ASV1142,15,3,6
ASV11428,10,3,6
ASV11430,10,3,6
ASV11436,10,3,6
ASV1144,10,3,6
ASV11441,10,3,6
ASV1145,12,5,4
ASV11452,10,3,6
ASV1146,10,3,6
ASV11468,10,3,6
ASV11475,10,3,6
ASV11481,10,3,6
ASV11487,10,3,6
ASV1149,10,3,6
ASV11491,10,3,6
ASV11498,10,3,6
ASV11499,10,3,6
ASV1150,10,3,6
ASV11503,10,3,6
ASV11505,10,3,6
ASV11507,10,3,6
ASV1151,2,5,4
ASV11512,10,3,6
ASV11514,10,3,6
ASV11516,10,3,6
ASV11519,10,3,6
ASV11524,10,3,6
ASV11525,10,3,6
ASV11526,10,3,6
ASV11536,10,3,6
ASV1155,10,3,6
ASV11553,10,3,6
ASV11554,10,3,6
ASV11559,10,3,6
ASV1156,12,5,4
ASV11562,10,3,6
ASV11565,10,3,6
ASV11578,10,3,6
ASV1158,10,3,6
ASV11584,10,3,6
ASV1159,10,3,6
ASV1160,10,3,6
ASV11604,10,3,6
ASV11610,10,3,6
ASV11623,10,3,6
ASV1163,15,3,6
ASV1164,10,3,6
ASV1165,10,3,6
ASV11650,10,3,6
ASV11653,10,3,6
ASV1166,10,3,6
ASV11660,10,3,6
ASV11663,10,3,6
ASV11672,10,3,6
ASV11677,10,3,6
ASV1169,15,3,6
ASV11696,10,3,6
ASV1171,13,6,7
ASV11716,10,3,6
ASV1172,10,3,6
ASV11724,10,3,6
ASV11739,10,3,6
ASV1174,12,5,4
ASV1175,12,6,7
ASV11753,10,3,6
ASV11770,10,3,6
ASV11779,10,3,6
ASV1178,7,3,6
ASV11788,10,3,6
ASV1179,12,6,7
ASV11798,10,3,6
ASV11800,10,3,6
ASV11808,10,3,6
ASV1181,10,3,6
ASV11812,10,3,6
ASV1182,7,3,6
ASV11827,10,3,6
ASV1183,10,3,6
ASV1184,10,3,6
ASV11840,10,3,6
ASV1185,15,3,6
ASV11857,10,3,6
ASV1186,10,3,6
ASV11865,10,3,6
ASV11867,10,3,6
ASV1187,15,3,6
ASV11875,10,3,6
ASV1188,10,3,6
ASV11881,10,3,6
ASV11883,10,3,6
ASV11884,10,3,6
ASV1189,10,3,6
ASV11891,10,3,6
ASV1190,10,3,6
ASV11902,10,3,6
ASV11911,10,3,6
ASV1193,10,3,6
ASV11931,10,3,6
ASV11932,10,3,6
ASV11939,10,3,6
ASV1194,10,3,6
ASV11946,10,3,6
ASV11948,10,3,6
ASV11949,10,3,6
ASV1195,10,3,6
ASV11952,10,3,6
ASV11956,10,3,6
ASV1196,10,3,6
ASV11965,10,3,6
ASV11966,10,3,6
ASV1197,10,3,6
ASV11970,10,3,6
ASV11973,10,3,6
ASV1198,10,3,6
ASV11985,10,3,6
ASV1199,7,3,6
ASV11998,10,3,6
ASV1200,14,3,6
ASV12000,10,3,6
ASV1201,10,3,6
ASV1202,10,3,6
ASV12022,10,3,6
ASV1203,12,5,4
ASV1204,2,5,4
ASV12041,10,3,6
ASV12045,10,3,6
ASV1205,13,6,7
ASV12050,10,3,6
ASV12057,10,3,6
ASV1206,10,3,6
ASV12064,10,3,6
ASV12076,10,3,6
ASV12078,10,3,6
ASV1208,14,3,6
ASV12080,10,3,6
ASV12091,10,3,6
ASV12096,10,3,6
ASV12098,10,3,6
ASV1210,15,3,6
ASV12107,10,3,6
ASV1211,10,3,6
ASV12119,10,3,6
ASV1212,7,3,6
ASV1213,12,5,4
ASV12135,10,3,6
ASV12136,10,3,6
ASV12138,10,3,6
ASV12139,10,3,6
ASV12144,10,3,6
ASV12147,10,3,6
ASV12157,10,3,6
ASV12166,10,3,6
ASV1217,14,3,3
ASV12171,10,3,6
ASV12178,10,3,6
ASV1218,7,3,6
ASV12186,10,3,6
ASV12193,10,3,6
ASV12200,10,3,6
ASV1221,15,5,4
ASV12213,10,3,6
ASV1222,15,3,6
ASV12230,10,3,6
ASV1224,10,3,6
ASV12244,10,3,6
ASV12254,10,3,6
ASV12257,10,3,6
ASV1226,7,3,3
ASV12260,10,3,6
ASV12263,10,3,6
ASV12268,10,3,6
ASV1227,10,3,6
ASV12278,10,3,6
ASV12279,10,3,6
ASV12280,10,3,6
ASV12281,10,3,6
ASV12285,10,3,6
ASV1229,15,3,6
ASV12293,10,3,6
ASV1230,10,3,6
ASV12300,10,3,6
ASV12302,10,3,6
ASV12303,10,3,6
ASV1231,7,3,6
ASV12314,10,3,6
ASV12316,10,3,6
ASV1232,2,5,4
ASV12326,10,3,6
ASV1233,10,3,6
ASV1234,10,3,6
ASV1235,10,3,6
ASV12359,10,3,6
ASV1236,12,5,4
ASV12376,10,3,6
ASV1238,10,3,6
ASV1239,10,3,6
ASV12393,10,3,6
ASV12401,10,3,6
ASV1241,7,3,6
ASV12414,10,3,6
ASV1243,10,3,6
ASV12440,10,3,6
ASV12441,10,3,6
ASV1245,10,3,6
ASV12451,10,3,6
ASV12458,10,3,6
ASV12469,10,3,6
ASV12475,10,3,6
ASV12478,10,3,6
ASV1248,2,5,4
ASV12488,10,3,6
ASV1249,10,3,6
ASV12493,10,3,6
ASV12506,10,3,6
ASV12513,10,3,6
ASV12515,10,3,6
ASV12526,10,3,6
ASV1254,14,3,6
ASV12542,10,3,6
ASV1255,10,3,6
ASV12550,10,3,6
ASV1256,10,3,6
ASV12586,10,3,6
ASV1259,4,8,3
ASV12592,10,3,6
ASV12596,10,3,6
ASV1260,7,3,6
ASV12605,10,3,6
ASV12608,10,3,6
ASV1262,2,5,4
ASV12628,10,3,6
ASV1263,10,3,6
ASV12631,10,3,6
ASV12633,10,3,6
ASV1264,10,3,6
ASV12648,10,3,6
ASV1265,10,3,6
ASV1266,12,6,7
ASV12660,10,3,6
ASV1267,10,3,6
ASV12683,10,3,6
ASV1270,10,3,6
ASV12708,10,3,6
ASV1271,13,6,7
ASV12710,10,3,6
ASV1272,10,3,6
ASV12723,10,3,6
ASV1273,10,3,6
ASV12731,10,3,6
ASV1274,7,3,6
ASV1275,10,3,6
ASV1276,10,3,6
ASV12764,10,3,6
ASV12765,10,3,6
ASV12767,10,3,6
ASV12768,10,3,6
ASV1277,10,3,6
ASV12774,10,3,6
ASV12778,10,3,6
ASV1278,10,3,6
ASV12790,10,3,6
ASV12791,10,3,6
ASV12796,10,3,6
ASV12798,10,3,6
ASV1280,10,3,6
ASV12801,10,3,6
ASV12802,10,3,6
ASV1281,10,3,6
ASV12814,10,3,6
ASV1282,10,3,6
ASV12829,10,3,6
ASV1284,2,3,6
ASV12840,10,3,6
ASV12845,10,3,6
ASV12850,10,3,6
ASV12854,10,3,6
ASV12857,10,3,6
ASV1286,13,6,7
ASV12860,10,3,6
ASV12863,10,3,6
ASV1288,10,3,6
ASV12883,10,3,6
ASV12884,10,3,6
ASV1289,12,5,4
ASV12896,10,3,6
ASV1290,15,3,6
ASV12900,10,3,6
ASV12906,10,3,6
ASV1291,10,3,6
ASV12912,10,3,6
ASV12917,10,3,6
ASV1292,10,3,6
ASV1293,10,3,6
ASV1294,10,3,6
ASV12946,10,3,6
ASV1295,10,3,6
ASV12952,10,3,6
ASV12962,10,3,6
ASV12966,10,3,6
ASV1297,15,3,6
ASV12971,10,3,6
ASV12975,10,3,6
ASV12976,10,3,6
ASV1298,10,3,6
ASV12990,10,3,6
ASV1300,10,3,6
ASV13008,10,3,6
ASV13012,10,3,6
ASV1302,10,3,6
ASV13021,10,3,6
ASV13027,10,3,6
ASV13035,10,3,6
ASV1304,10,3,6
ASV13040,10,3,6
ASV1305,12,6,7
ASV13055,10,3,6
ASV13059,10,3,6
ASV1307,7,3,6
ASV13089,10,3,6
ASV1309,10,3,6
ASV13097,10,3,6
ASV1310,10,3,6
ASV13104,10,3,6
ASV1311,10,3,6
ASV13110,10,3,6
ASV13113,10,3,6
ASV1312,10,3,6
ASV13121,10,3,6
ASV13123,10,3,6
ASV1313,10,3,6
ASV13132,10,3,6
ASV1314,7,3,6
ASV13147,10,3,6
ASV1315,15,3,6
ASV13153,10,3,6
ASV13164,10,3,6
ASV1317,2,5,4
ASV1318,10,3,6
ASV1319,10,3,6
ASV1320,10,3,6
ASV13208,10,3,6
ASV13209,10,3,6
ASV1321,10,3,6
ASV13221,10,3,6
ASV13246,10,3,6
ASV1325,10,3,6
ASV1326,10,3,6
ASV13266,10,3,6
ASV13271,10,3,6
ASV13279,10,3,6
ASV1328,12,5,4
ASV13283,10,3,6
ASV1329,10,3,6
ASV13297,10,3,6
ASV13299,10,3,6
ASV1330,2,5,4
ASV13304,10,3,6
ASV13306,10,3,6
ASV13308,10,3,6
ASV1331,10,3,6
ASV13311,10,3,6
ASV1332,2,5,4
ASV13322,10,3,6
ASV13323,10,3,6
ASV1333,10,3,6
ASV1334,10,3,6
ASV13352,10,3,6
ASV13357,10,3,6
ASV13362,10,3,6
ASV13363,10,3,6
ASV1338,10,3,6
ASV13381,10,3,6
ASV13384,10,3,6
ASV1339,10,3,6
ASV13390,10,3,6
ASV13394,10,3,6
ASV1340,14,3,6
ASV13408,10,3,6
ASV1341,10,3,6
ASV1343,12,5,4
ASV1344,10,3,6
ASV13440,10,3,6
ASV1345,12,5,4
ASV13451,10,3,6
ASV13465,10,3,6
ASV13469,10,3,6
ASV1347,10,3,6
ASV13480,10,3,6
ASV13488,10,3,6
ASV1349,10,3,6
ASV13504,10,3,6
ASV1351,10,3,6
ASV13518,10,3,6
ASV1352,10,3,6
ASV13520,10,3,6
ASV13526,10,3,6
ASV1354,15,3,6
ASV1355,10,3,6
ASV13557,10,3,6
ASV13559,10,3,6
ASV13562,10,3,6
ASV1357,12,5,4
ASV13611,10,3,6
ASV13612,10,3,6
ASV13625,10,3,6
ASV1363,10,3,6
ASV1364,7,3,6
ASV1365,2,5,4
ASV13653,10,3,6
ASV13656,10,3,6
ASV13660,10,3,6
ASV13670,10,3,6
ASV13677,10,3,6
ASV13678,10,3,6
ASV1368,12,5,4
ASV13688,10,3,6
ASV1369,10,3,6
ASV13692,10,3,6
ASV1371,15,3,6
ASV1372,10,3,6
ASV13721,10,3,6
ASV13739,10,3,6
ASV13740,10,3,6
ASV13746,10,3,6
ASV13747,10,3,6
ASV13752,10,3,6
ASV1377,2,5,4
ASV1379,10,3,6
ASV13793,10,3,6
ASV13797,10,3,6
ASV13803,10,3,6
ASV1381,10,3,6
ASV13810,10,3,6
ASV1382,12,5,4
ASV1384,2,3,6
ASV13842,10,3,6
ASV1386,10,3,6
ASV1388,10,3,6
ASV13886,10,3,6
ASV1389,10,3,6
ASV13893,10,3,6
ASV13899,10,3,6
ASV1392,10,3,6
ASV13924,10,3,6
ASV1393,10,3,6
ASV13932,10,3,6
ASV13939,10,3,6
ASV1394,10,3,6
ASV13952,10,3,6
ASV13960,10,3,6
ASV13973,10,3,6
ASV1399,7,5,4
ASV13991,10,3,6
ASV13993,10,3,6
ASV1400,10,3,6
ASV14001,10,3,6
ASV14003,10,3,6
ASV14006,10,3,6
ASV14007,10,3,6
ASV14008,10,3,6
ASV1401,10,3,6
ASV1403,10,3,6
ASV1404,10,3,6
ASV14043,10,3,6
ASV1405,10,3,6
ASV14052,10,3,6
ASV14055,10,3,6
ASV14056,10,3,6
ASV14057,10,3,6
ASV14066,10,3,6
ASV14067,10,3,6
ASV1407,12,3,6
ASV1408,10,3,6
ASV1409,7,3,6
ASV14091,10,3,6
ASV14097,10,3,6
ASV1410,10,3,6
ASV14100,10,3,6
ASV14103,10,3,6
ASV14109,10,3,6
ASV1412,10,3,6
ASV14131,10,3,6
ASV1414,7,3,6
ASV14150,10,3,6
ASV14151,10,3,6
ASV14157,10,3,6
ASV14159,10,3,6
ASV1416,10,3,6
ASV1417,10,3,6
ASV14175,10,3,6
ASV14195,10,3,6
ASV1420,10,3,6
ASV14208,10,3,6
ASV1422,10,3,6
ASV14220,10,3,6
ASV14224,10,3,6
ASV1423,10,3,6
ASV1424,7,3,6
ASV1425,10,3,6
ASV1427,10,3,6
ASV1428,10,3,6
ASV14283,10,3,6
ASV14293,10,3,6
ASV14296,10,3,6
ASV14304,10,3,6
ASV1432,10,3,6
ASV1433,2,5,4
ASV14330,10,3,6
ASV1434,10,3,6
ASV1435,15,3,6
ASV1437,10,3,6
ASV14374,10,3,6
ASV14377,10,3,6
ASV1438,10,3,6
ASV14387,10,3,6
ASV1439,10,3,6
ASV14393,10,3,6
ASV14399,10,3,6
ASV14406,10,3,6
ASV1441,10,3,6
ASV14417,10,3,6
ASV14419,10,3,6
ASV1442,10,3,6
ASV14421,10,3,6
ASV14426,10,3,6
ASV14429,10,3,6
ASV14438,10,3,6
ASV1444,10,3,6
ASV14440,10,3,6
ASV1445,10,3,6
ASV1446,12,5,4
ASV14463,10,3,6
ASV1447,10,3,6
ASV1448,12,6,4
ASV14482,10,3,6
ASV1449,10,3,6
ASV14492,10,3,6
ASV14498,10,3,6
ASV1450,15,3,6
ASV14507,10,3,6
ASV1451,10,3,6
ASV14518,10,3,6
ASV1452,15,3,6
ASV1454,10,3,6
ASV14549,10,3,6
ASV1455,10,3,6
ASV1456,14,3,6
ASV14564,10,3,6
ASV14565,10,3,6
ASV1457,2,5,4
ASV14570,10,3,6
ASV14579,10,3,6
ASV1458,10,3,6
ASV14584,10,3,6
ASV1459,10,3,6
ASV14597,10,3,6
ASV14604,10,3,6
ASV1461,12,5,4
ASV14625,10,3,6
ASV1463,2,5,4
ASV14631,10,3,6
ASV14637,10,3,6
ASV14641,10,3,6
ASV1466,7,3,6
ASV1467,10,3,6
ASV14677,10,3,6
ASV14679,10,3,6
ASV14680,10,3,6
ASV14682,10,3,6
ASV1469,10,3,6
ASV1470,15,3,6
ASV14718,10,3,6
ASV1473,10,3,6
ASV14733,10,3,6
ASV14736,10,3,6
ASV1474,10,3,6
ASV14742,10,3,6
ASV1475,10,3,6
ASV14752,10,3,6
ASV1476,12,5,4
ASV14761,10,3,6
ASV14766,10,3,6
ASV14778,10,3,6
ASV1478,10,3,6
ASV14797,10,3,6
ASV1480,7,3,6
ASV14801,10,3,6
ASV1481,10,3,6
ASV1482,10,3,6
ASV1483,13,6,7
ASV14849,10,3,6
ASV1485,7,3,6
ASV14867,10,3,6
ASV1487,10,3,6
ASV1488,10,3,6
ASV1489,10,3,6
ASV1490,10,3,6
ASV14901,10,3,6
ASV14904,10,3,6
ASV1491,10,3,6
ASV14939,10,3,6
ASV14947,10,3,6
ASV1495,10,3,6
ASV1496,10,3,6
ASV14961,10,3,6
ASV14962,10,3,6
ASV14970,10,3,6
ASV14975,10,3,6
ASV1499,10,3,6
ASV14991,10,3,6
ASV1500,12,5,4
ASV15008,10,3,6
ASV1501,10,3,6
ASV15014,10,3,6
ASV1502,12,5,4
ASV15020,10,3,6
ASV15025,10,3,6
ASV15032,10,3,6
ASV15047,10,3,6
ASV1505,10,3,6
ASV15070,10,3,6
ASV15073,10,3,6
ASV15081,10,3,6
ASV1509,10,3,6
ASV1510,10,3,6
ASV1512,10,3,6
ASV1513,2,5,4
ASV1514,10,3,6
ASV15142,10,3,6
ASV1515,10,3,6
ASV1516,10,3,6
ASV15166,10,3,6
ASV15169,10,3,6
ASV1517,10,3,6
ASV15181,10,3,6
ASV15191,10,3,6
ASV15192,10,3,6
ASV1520,7,3,6
ASV1521,10,3,6
ASV15218,10,3,6
ASV1522,15,3,6
ASV1524,10,3,6
ASV15253,10,3,6
ASV15256,10,3,6
ASV1527,10,3,6
ASV15270,10,3,6
ASV15279,10,3,6
ASV1528,10,3,6
ASV1529,7,3,6
ASV15297,10,3,6
ASV15304,10,3,6
ASV1531,10,3,6
ASV15318,10,3,6
ASV1532,10,3,6
ASV15321,10,3,6
ASV15326,10,3,6
ASV15327,10,3,6
ASV15328,10,3,6
ASV1534,10,3,6
ASV15341,10,3,6
ASV1535,15,3,6
ASV1536,10,3,6
ASV1537,10,3,6
ASV1539,10,3,6
ASV1540,10,3,6
ASV15408,10,3,6
ASV1541,10,3,6
ASV15422,10,3,6
ASV15423,10,3,6
ASV1543,10,3,6
ASV15436,10,3,6
ASV15438,10,3,6
ASV15459,10,3,6
ASV1546,10,3,6
ASV1547,10,3,6
ASV1548,14,3,6
ASV15483,10,3,6
ASV1549,10,3,6
ASV1550,15,3,6
ASV1551,10,3,6
ASV15515,10,3,6
ASV1552,10,3,6
ASV15527,10,3,6
ASV1553,10,3,6
ASV1555,10,3,6
ASV1557,10,3,6
ASV15576,10,3,6
ASV15579,10,3,6
ASV15580,10,3,6
ASV1559,10,3,6
ASV15592,10,3,6
ASV1560,10,3,6
ASV1561,10,3,6
ASV15614,10,3,6
ASV15616,10,3,6
ASV15627,10,3,6
ASV1563,12,5,4
ASV1565,10,3,6
ASV1566,12,5,4
ASV15664,10,3,6
ASV1567,7,3,6
ASV15688,10,3,6
ASV1569,10,3,6
ASV15697,10,3,6
ASV15705,10,3,6
ASV15711,10,3,6
ASV1573,2,5,4
ASV15738,10,3,6
ASV1574,10,3,6
ASV15744,10,3,6
ASV1575,10,3,6
ASV15750,10,3,6
ASV1576,2,5,4
ASV15761,10,3,6
ASV15767,10,3,6
ASV1577,10,3,6
ASV15778,10,3,6
ASV1578,10,3,6
ASV15787,10,3,6
ASV1579,10,3,6
ASV15792,10,3,6
ASV15793,10,3,6
ASV1580,10,3,6
ASV15803,10,3,6
ASV1581,10,3,6
ASV15829,10,3,6
ASV1584,10,3,6
ASV15844,10,3,6
ASV1585,12,5,4
ASV1586,10,3,6
ASV15868,10,3,6
ASV15877,10,3,6
ASV15879,10,3,6
ASV15891,10,3,6
ASV1591,12,5,4
ASV1592,10,3,6
ASV15927,10,3,6
ASV1593,2,3,6
ASV1594,10,3,6
ASV15946,10,3,6
ASV15948,10,3,6
ASV1595,10,3,6
ASV15958,10,3,6
ASV1596,12,6,7
ASV15967,10,3,6
ASV1597,10,3,6
ASV1598,12,5,4
ASV1600,10,3,6
ASV1601,10,3,6
ASV1602,10,3,6
ASV16025,10,3,6
ASV1603,10,3,6
ASV16039,10,3,6
ASV1605,10,3,6
ASV1606,10,3,6
ASV16064,10,3,6
ASV16068,10,3,6
ASV1607,10,3,6
ASV16072,10,3,6
ASV16077,10,3,6
ASV1610,10,3,6
ASV16106,10,3,6
ASV1611,10,3,6
ASV16110,10,3,6
ASV1613,10,3,6
ASV1614,10,3,6
ASV1615,10,3,6
ASV1617,10,3,6
ASV16173,10,3,6
ASV1618,12,5,4
ASV16180,10,3,6
ASV1620,10,3,6
ASV1621,15,3,6
ASV16231,10,3,6
ASV1625,2,5,4
ASV16254,10,3,6
ASV16269,10,3,6
ASV1627,10,3,6
ASV16273,10,3,6
ASV1628,10,3,6
ASV1630,10,3,6
ASV1631,10,3,6
ASV16318,10,3,6
ASV16320,10,3,6
ASV16325,10,3,6
ASV16329,10,3,6
ASV1633,10,3,6
ASV16334,10,3,6
ASV1634,10,3,6
ASV16340,10,3,6
ASV1635,10,3,6
ASV1636,2,3,6
ASV1637,10,3,6
ASV1638,10,3,6
ASV16382,10,3,6
ASV1640,10,3,6
ASV16406,10,3,6
ASV1641,10,3,6
ASV1642,10,3,6
ASV1644,10,3,6
ASV1645,10,3,6
ASV16458,10,3,6
ASV1646,10,3,6
ASV16463,10,3,6
ASV1648,10,3,6
ASV1649,10,3,6
ASV1650,10,3,6
ASV16500,10,3,6
ASV1651,10,3,6
ASV1652,10,3,6
ASV1653,10,3,6
ASV1654,10,3,6
ASV1655,10,3,6
ASV1656,10,3,6
ASV16564,10,3,6
ASV1657,10,3,6
ASV1658,12,5,4
ASV16599,10,3,6
ASV1660,10,3,6
ASV16607,10,3,6
ASV1661,10,3,6
ASV1663,10,3,6
ASV16634,10,3,6
ASV1664,12,5,4
ASV16641,10,3,6
ASV16649,10,3,6
ASV1665,10,3,6
ASV16652,10,3,6
ASV16657,10,3,6
ASV1666,10,3,6
ASV16665,10,3,6
ASV1667,15,3,6
ASV1668,10,3,6
ASV16696,10,3,6
ASV1670,10,3,6
ASV16705,10,3,6
ASV1671,10,3,6
ASV16714,10,3,6
ASV1675,10,3,6
ASV1676,10,3,6
ASV1677,10,3,6
ASV1678,10,3,6
ASV16780,10,3,6
ASV1680,10,3,6
ASV16807,10,3,6
ASV16810,10,3,6
ASV16817,10,3,6
ASV1682,10,3,6
ASV16820,10,3,6
ASV16823,10,3,6
ASV1683,10,3,6
ASV1684,10,3,6
ASV1685,12,5,4
ASV16854,10,3,6
ASV16856,10,3,6
ASV1687,10,3,6
ASV16885,10,3,6
ASV1689,15,3,6
ASV1690,12,5,4
ASV16905,10,3,6
ASV16909,10,3,6
ASV1691,10,3,6
ASV1692,12,5,4
ASV1693,10,3,6
ASV16930,10,3,6
ASV16932,10,3,6
ASV16933,10,3,6
ASV1694,10,3,6
ASV1696,10,5,4
ASV16966,10,3,6
ASV1697,10,3,6
ASV16971,10,3,6
ASV1698,10,3,6
ASV16983,10,3,6
ASV1700,10,3,6
ASV17008,10,3,6
ASV1701,10,3,6
ASV1702,10,3,6
ASV17020,10,3,6
ASV1704,10,3,6
ASV17042,10,3,6
ASV1706,10,3,6
ASV17063,10,3,6
ASV17073,10,3,6
ASV17076,10,3,6
ASV17088,10,3,6
ASV1709,10,3,6
ASV17095,10,3,6
ASV17102,10,3,6
ASV1711,10,3,6
ASV1712,15,3,6
ASV1713,10,3,6
ASV17132,10,3,6
ASV1715,10,3,6
ASV1717,10,3,6
ASV17171,10,3,6
ASV1718,10,3,6
ASV1719,15,3,6
ASV1720,10,3,6
ASV1721,10,3,6
ASV1723,10,3,6
ASV1724,12,5,4
ASV1725,15,3,6
ASV1727,10,3,6
ASV17270,10,3,6
ASV1728,10,3,6
ASV17286,10,3,6
ASV17287,10,3,6
ASV1729,10,3,6
ASV1730,10,3,6
ASV17305,10,3,6
ASV1731,10,3,6
ASV17319,10,3,6
ASV1732,10,3,6
ASV1735,10,3,6
ASV1736,10,3,6
ASV17366,10,3,6
ASV17376,10,3,6
ASV1738,10,3,6
ASV1739,10,3,6
ASV1740,10,3,6
ASV17406,10,3,6
ASV1741,15,3,6
ASV1742,10,3,6
ASV17425,10,3,6
ASV1743,10,3,6
ASV1744,10,3,6
ASV1745,15,3,6
ASV1746,10,3,6
ASV1747,10,3,6
ASV17475,10,3,6
ASV1748,10,3,6
ASV17505,10,3,6
ASV1751,15,3,6
ASV17519,10,3,6
ASV1752,12,5,4
ASV17535,10,3,6
ASV1755,10,3,6
ASV1756,10,3,6
ASV1758,10,3,6
ASV17619,10,3,6
ASV1762,10,3,6
ASV1763,10,3,6
ASV1764,12,5,4
ASV1765,15,3,6
ASV1766,10,3,6
ASV17660,10,3,6
ASV1770,10,3,6
ASV1771,10,3,6
ASV17712,10,3,6
ASV1772,10,3,6
ASV1773,10,3,6
ASV1774,10,3,6
ASV17754,10,3,6
ASV17768,10,3,6
ASV1778,10,3,6
ASV17785,10,3,6
ASV1782,10,3,6
ASV1784,15,3,6
ASV1785,10,3,6
ASV17853,10,3,6
ASV17854,10,3,6
ASV1786,12,5,4
ASV1787,12,5,4
ASV1788,10,3,6
ASV1789,2,5,4
ASV17898,10,3,6
ASV1792,10,3,6
ASV1794,15,3,6
ASV17940,10,3,6
ASV17945,10,3,6
ASV17948,10,3,6
ASV17950,10,3,6
ASV1797,10,3,6
ASV17973,10,3,6
ASV1798,10,3,6
ASV1800,10,3,6
ASV1803,7,3,6
ASV1804,10,3,6
ASV18049,10,3,6
ASV1805,12,5,4
ASV1807,10,3,6
ASV1808,10,3,6
ASV1810,2,5,4
ASV1811,10,3,6
ASV1812,10,3,6
ASV1813,10,3,6
ASV1817,10,3,6
ASV18174,10,3,6
ASV1818,15,3,6
ASV18186,10,3,6
ASV18193,10,3,6
ASV1820,10,3,6
ASV1821,10,3,6
ASV18213,10,3,6
ASV1822,10,5,4
ASV1823,10,3,6
ASV1824,10,3,6
ASV1825,10,3,6
ASV1826,10,3,6
ASV1827,10,3,6
ASV1828,10,3,6
ASV18292,10,3,6
ASV1830,10,3,6
ASV1832,10,3,6
ASV1833,10,3,6
ASV1834,10,3,6
ASV1836,10,3,6
ASV18366,10,3,6
ASV18367,10,3,6
ASV1837,2,5,4
ASV18383,10,3,6
ASV1839,10,3,6
ASV1840,10,3,6
ASV18402,10,3,6
ASV18419,10,3,6
ASV1842,10,3,6
ASV1844,10,3,6
ASV18441,10,3,6
ASV1845,10,3,6
ASV1846,10,3,6
ASV1848,2,5,4
ASV18482,10,3,6
ASV1849,10,3,6
ASV1850,10,3,6
ASV18501,10,3,6
ASV1851,2,3,6
ASV1852,15,3,6
ASV1854,15,3,6
ASV1855,10,3,6
ASV18559,10,3,6
ASV1856,15,3,6
ASV1857,12,5,4
ASV1859,10,3,6
ASV1860,12,5,4
ASV1861,10,3,6
ASV1862,10,3,6
ASV1863,10,3,6
ASV1864,10,3,6
ASV1865,10,3,6
ASV18661,10,3,6
ASV1867,10,3,6
ASV1869,10,3,6
ASV18690,10,3,6
ASV1870,10,3,6
ASV1871,10,3,6
ASV1873,10,3,6
ASV1874,10,3,6
ASV18748,10,3,6
ASV1875,10,3,6
ASV1876,10,3,6
ASV1877,10,3,6
ASV1878,10,3,6
ASV1879,10,3,6
ASV1881,7,3,6
ASV1882,10,3,6
ASV1883,10,3,6
ASV1885,10,3,6
ASV1886,15,3,6
ASV1887,10,3,6
ASV18875,10,3,6
ASV1889,10,3,6
ASV1890,10,3,6
ASV18926,10,3,6
ASV1893,10,3,6
ASV1895,10,3,6
ASV1896,10,3,6
ASV18964,10,3,6
ASV1897,10,3,6
ASV1898,2,3,6
ASV1900,2,3,6
ASV1901,10,3,6
ASV1902,10,3,6
ASV1903,10,3,6
ASV19033,10,3,6
ASV1904,10,3,6
ASV1906,10,5,4
ASV1907,10,3,6
ASV1908,10,3,6
ASV1909,15,3,6
ASV1910,10,3,6
ASV1911,10,3,6
ASV1915,10,3,6
ASV1916,10,3,6
ASV1917,12,5,4
ASV1918,10,3,6
ASV1919,10,3,6
ASV1921,10,3,6
ASV1922,10,3,6
ASV1923,7,3,6
ASV1925,10,3,6
ASV19252,10,3,6
ASV1926,10,3,6
ASV1927,12,5,4
ASV1929,10,3,6
ASV1930,12,5,4
ASV1931,10,3,6
ASV1934,15,3,6
ASV1935,10,3,6
ASV1938,10,3,6
ASV1939,10,3,6
ASV1940,10,3,6
ASV1941,10,3,6
ASV19412,10,3,6
ASV1942,10,3,6
ASV1943,12,5,4
ASV1944,10,3,6
ASV1945,10,3,6
ASV19450,10,3,6
ASV1946,10,3,6
ASV19484,10,3,6
ASV19497,10,3,6
ASV1950,10,3,6
ASV1951,10,3,6
ASV1953,10,3,6
ASV1954,12,5,4
ASV1955,12,5,4
ASV1956,2,3,6
ASV19585,10,3,6
ASV1959,10,3,6
ASV1960,10,3,6
ASV1964,10,3,6
ASV1965,10,3,6
ASV19667,10,3,6
ASV1967,10,3,6
ASV1968,10,3,6
ASV19688,10,3,6
ASV1969,10,3,6
ASV1970,10,3,6
ASV1973,10,3,6
ASV1974,10,3,6
ASV19741,10,3,6
ASV1975,10,3,6
ASV19759,10,3,6
ASV1976,10,3,6
ASV1977,10,3,6
ASV19789,10,3,6
ASV1979,10,3,6
ASV19799,10,3,6
ASV19806,10,3,6
ASV1981,10,3,6
ASV1982,10,3,6
ASV19821,10,3,6
ASV1983,10,5,4
ASV19830,10,3,6
ASV19835,10,3,6
ASV1985,10,3,6
ASV1987,10,3,6
ASV1991,10,3,6
ASV19935,10,3,6
ASV1994,10,3,6
ASV1995,10,3,6
ASV1996,10,3,6
