cluster_29
3
3
3
3
3
25
3
3
3
3
27
3
3
3
3
3
3
3
3
3
3
2
3
3
3
3
3
3
3
20
3
3
3
3
3
3
3
3
27
3
3
3
15
3
3
3
3
3
3
8
3
3
3
3
25
3
3
3
26
3
3
27
14
3
3
14
3
3
3
3
8
3
3
3
3
3
3
3
3
20
3
3
3
3
6
3
3
3
3
5
3
3
3
3
3
3
3
3
3
3
15
3
3
3
3
3
29
3
3
7
3
3
3
3
3
3
3
3
3
3
3
12
3
25
3
3
3
6
3
3
3
3
3
20
3
3
3
2
3
3
3
8
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
10
3
3
3
3
2
3
3
27
3
3
3
27
3
3
3
3
3
8
3
15
3
3
3
3
15
3
3
3
22
3
3
3
20
3
3
3
3
3
3
3
3
8
3
3
3
8
3
3
3
3
3
3
3
3
3
3
27
15
3
3
3
3
3
3
3
3
27
3
14
3
8
3
3
2
2
3
3
3
3
3
2
3
3
3
3
3
3
3
3
3
3
22
3
3
3
3
27
3
3
3
3
3
3
3
3
3
3
15
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
7
3
15
3
3
3
3
2
20
3
3
14
3
3
15
3
3
3
15
3
3
3
3
27
3
3
3
3
2
25
3
3
3
3
3
3
3
22
3
3
3
3
3
3
2
3
27
3
2
3
3
3
6
3
3
3
3
3
3
3
3
3
25
3
3
3
3
3
3
3
3
8
3
8
15
3
3
2
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
15
3
3
3
3
3
5
3
3
7
3
3
20
3
3
3
3
3
3
15
2
3
3
3
3
3
14
3
3
3
3
3
7
3
10
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
8
3
3
3
3
3
14
3
3
3
3
3
10
3
25
3
3
3
3
3
15
3
3
3
22
3
3
3
29
3
3
3
3
3
3
3
3
8
3
3
3
8
3
2
3
3
3
3
3
3
3
3
15
3
3
3
3
3
3
3
3
3
27
3
3
8
3
6
3
3
3
3
3
3
3
3
3
3
3
2
3
3
3
3
8
3
3
3
3
3
20
3
3
3
3
3
3
3
3
27
3
3
3
3
3
15
3
3
8
3
3
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
12
3
3
3
8
7
8
3
3
3
3
3
3
2
3
3
3
27
3
3
3
3
3
3
3
8
3
3
3
3
3
3
2
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
8
3
7
3
3
3
3
3
3
3
3
7
3
3
3
3
10
15
3
3
3
3
15
3
3
3
7
3
3
3
3
3
3
3
8
8
3
3
25
3
3
3
10
3
3
3
3
3
22
3
3
3
3
3
3
3
3
3
15
15
3
3
2
3
3
3
3
27
3
3
3
25
3
3
3
3
3
3
8
3
3
3
3
3
3
3
2
3
8
3
3
3
3
3
3
3
3
3
3
27
3
3
3
3
15
3
8
3
2
3
3
3
3
3
6
3
3
3
14
3
7
3
15
3
3
8
3
3
3
3
3
3
8
3
3
3
3
3
3
2
3
3
3
2
3
3
3
3
3
3
3
3
3
3
3
20
3
3
3
3
3
3
3
3
3
3
6
3
3
27
8
3
3
3
3
3
3
7
3
3
3
3
3
3
3
3
3
3
3
27
3
3
3
3
3
3
3
3
3
3
3
3
3
3
15
3
3
8
3
3
3
3
3
3
8
3
3
3
3
3
6
8
3
3
3
8
8
2
3
7
3
8
3
3
3
20
3
2
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
2
25
3
3
3
3
8
3
3
8
3
3
3
25
3
2
3
3
2
3
3
3
3
3
3
27
3
3
3
3
3
3
3
3
15
3
8
26
3
15
3
2
3
3
27
3
20
3
3
27
3
3
3
3
3
3
3
3
3
3
6
3
6
8
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
2
3
3
3
3
3
3
2
3
3
3
3
3
25
3
27
3
3
27
3
3
3
3
3
3
10
3
3
3
3
3
3
3
3
3
3
2
3
3
3
3
27
2
3
3
3
2
3
3
3
3
27
8
3
6
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
15
3
3
3
27
3
3
3
3
3
3
25
3
3
3
2
6
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
25
15
3
6
8
27
3
3
3
3
3
3
3
8
3
3
3
6
3
3
3
2
27
3
3
3
3
3
3
3
3
3
3
10
3
3
27
3
3
3
8
8
3
8
3
3
27
3
3
3
3
25
3
3
8
6
3
3
2
3
3
20
3
3
3
3
3
3
3
3
3
2
3
15
3
3
3
3
3
3
3
3
3
3
3
3
3
3
20
3
15
3
3
3
3
8
3
3
3
8
3
3
15
3
8
25
25
3
3
3
2
3
2
3
3
3
3
3
3
15
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
27
3
3
3
3
3
3
3
3
3
3
8
8
3
3
3
3
3
15
8
3
27
3
3
15
6
2
8
3
6
3
6
3
3
3
8
3
2
3
3
3
3
3
15
3
3
3
2
3
3
3
3
3
3
3
3
3
2
2
8
3
3
3
3
15
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
15
3
3
3
3
8
6
3
3
3
3
3
3
2
3
8
3
25
8
3
3
3
3
3
2
3
3
3
3
2
3
3
27
3
3
3
3
3
6
8
3
3
3
2
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
8
3
8
3
8
3
2
3
3
3
3
3
15
8
8
3
3
3
3
25
3
3
3
2
10
3
8
3
5
27
3
3
3
3
6
3
3
8
2
3
3
3
8
3
22
3
3
3
3
3
3
3
3
2
3
15
3
25
27
2
3
3
8
3
3
2
3
3
15
3
3
27
3
3
3
3
3
10
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
27
3
3
3
3
3
27
3
3
3
3
3
8
3
8
3
6
8
3
3
27
3
22
3
3
3
3
3
8
3
3
3
3
3
3
3
2
3
15
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
2
3
25
3
2
27
10
3
3
3
3
2
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
8
3
2
25
3
3
3
8
3
3
3
3
3
27
3
3
2
3
3
3
3
3
3
3
8
3
3
8
3
3
3
3
3
8
3
3
3
8
3
3
15
3
3
3
3
3
8
2
25
8
2
3
3
2
3
27
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
6
8
27
8
3
27
3
3
3
3
3
3
3
3
3
3
3
3
3
15
8
25
3
3
3
27
27
3
15
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
2
3
3
8
8
3
8
3
2
3
3
3
2
3
3
8
3
3
8
6
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
8
3
3
3
8
8
8
3
3
10
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
6
3
3
3
3
3
2
3
8
3
3
3
8
3
3
10
3
3
3
3
3
3
3
3
3
3
3
25
3
3
3
3
3
3
6
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
8
2
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
2
2
3
3
3
3
3
3
3
3
2
2
2
3
3
3
3
3
3
3
3
3
3
3
3
3
2
3
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
27
3
3
3
3
2
3
3
2
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
2
6
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
2
3
3
8
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
8
3
6
3
3
3
3
3
3
3
2
3
8
8
25
3
3
3
3
3
3
3
2
3
3
3
3
3
8
25
3
3
3
2
3
3
3
3
3
3
3
3
3
3
3
3
3
2
8
3
3
25
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
6
3
3
3
2
3
3
3
3
3
3
10
8
3
3
3
3
2
3
3
3
3
3
3
3
3
3
3
3
8
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
2
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
8
3
2
3
3
3
8
15
3
3
3
3
3
3
2
3
3
8
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
27
3
3
3
3
3
8
3
3
3
3
3
6
3
3
3
3
3
27
3
3
3
3
3
3
3
3
8
3
3
8
3
3
3
3
8
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
8
25
3
3
3
2
3
3
3
3
3
3
3
3
3
3
3
8
2
3
3
3
3
8
3
3
3
3
3
27
3
3
3
3
3
3
3
3
8
3
3
3
2
3
2
3
3
3
3
3
3
27
3
3
3
3
3
3
3
3
3
3
2
3
3
3
3
3
3
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
25
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
8
3
3
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
2
3
3
2
3
3
3
3
3
3
3
3
27
10
3
6
3
25
2
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
2
3
3
3
3
3
8
8
3
3
25
3
3
3
3
3
3
3
3
3
3
3
3
3
3
2
3
2
3
3
3
3
8
3
3
6
25
3
3
3
27
3
3
3
3
3
3
3
3
3
3
3
27
3
8
3
3
3
3
3
3
3
25
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
27
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
27
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
27
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
25
3
3
3
3
3
3
3
3
27
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
8
3
3
3
25
3
3
3
3
3
3
3
3
3
3
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
2
3
3
3
3
3
3
3
3
3
3
3
3
8
8
3
3
3
3
3
3
3
3
3
3
3
8
3
3
27
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
8
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
2
3
3
3
3
3
3
3
3
3
3
3
25
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
25
3
3
25
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
25
25
3
25
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
25
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
25
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
10
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
25
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
25
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
25
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
