Clade,sample_id,its2_count,species,region,ASV1236,ASV0421,ASV0691,ASV0899,ASV1004,ASV1041,ASV1058,ASV12542,ASV1294,ASV13113,ASV1318,ASV2269,ASV2542,ASV2660,ASV2737,ASV2840,ASV3053,ASV3077,ASV3134,ASV3140,ASV3579,ASV6119,ASV7557,ASV8422,ASV1086,ASV1310,ASV15750,ASV16905,ASV2033,ASV2089,ASV2127,ASV2725,ASV2804,ASV3075,ASV3327,ASV3342,ASV3532,ASV3600,ASV4013,ASV4136,ASV4195,ASV4407,ASV4717,ASV6794,ASV8324,ASV8981,ASV9859,ASV0936,ASV12683,ASV1293,ASV13055,ASV17063,ASV2228,ASV2769,ASV2803,ASV2896,ASV3062,ASV3107,ASV3265,ASV3666,ASV4497,ASV6914,ASV0576,ASV0673,ASV0772,ASV0862,ASV0898,ASV0910,ASV0964,ASV10059,ASV10263,ASV1088,ASV1101,ASV1183,ASV11956,ASV12774,ASV1321,ASV13793,ASV14482,ASV15483,ASV2062,ASV2132,ASV2413,ASV2490,ASV2594,ASV2822,ASV2863,ASV2910,ASV2980,ASV3307,ASV3474,ASV3502,ASV4236,ASV4842,ASV4894,ASV5290,ASV5501,ASV5795,ASV5987,ASV6267,ASV6862,ASV7145,ASV7673,ASV7789,ASV7809,ASV8002,ASV8205,ASV9155,ASV9221,ASV9311,ASV9557,ASV9936,ASV1445,ASV4232,ASV6479,ASV0142,ASV0378,ASV1122,ASV0123,ASV2064,ASV4459,ASV0448,ASV0397,ASV0485,ASV1566,ASV1365,ASV1065,ASV0722,ASV12660,ASV0223,ASV0229,ASV0877,ASV0983,ASV0626,ASV4146,ASV4175,ASV2082,ASV2272,ASV2245,ASV0590,ASV0217,ASV0416,ASV1056,ASV7777,ASV0455,ASV0604,ASV6100,ASV11359,ASV6604,ASV5004,ASV1483,ASV9773,ASV4059,ASV1193,ASV4610,ASV0742,ASV1502,ASV0195,ASV1213,ASV1648,ASV6984,ASV0396,ASV4297,ASV2622,ASV3512,ASV2411,ASV2291,ASV0807,ASV1292,ASV1035,ASV0070,ASV0255,ASV0057,ASV0077,ASV0625,ASV2464,ASV1315,ASV2673,ASV2161,ASV0337,ASV7680,ASV0611,ASV3118,ASV1284,ASV0889,ASV4649,ASV1108,ASV0738,ASV0473,ASV0598,ASV0429,ASV1549,ASV1203,ASV4532,ASV0274,ASV0163,ASV1298,ASV9424,ASV0412,ASV0284,ASV0620,ASV0153,ASV0498,ASV0097,ASV0104,ASV1282,ASV3883,ASV0801,ASV1611,ASV0227,ASV0833,ASV0718,ASV1139,ASV0766,ASV2091,ASV1238,ASV9193,ASV0290,ASV0231,ASV0185,ASV2330,ASV3119,ASV2368,ASV0122,ASV1044,ASV0160,ASV0326,ASV1388,ASV0792,ASV0036,ASV2125,ASV1075,ASV0390,ASV3790,ASV1535,ASV0263,ASV0675,ASV3348,ASV0058,ASV4142,ASV0059,ASV0013,ASV0033,ASV4354,ASV0022,ASV0134,ASV0415,ASV10103,ASV1613,ASV0135,ASV0469,ASV0471,ASV0451,ASV0747,ASV1314,ASV0425,ASV0559,ASV0148,ASV0129,ASV1072,ASV2390,ASV0548,ASV0168,ASV0066,ASV0468,ASV0172,ASV0236,ASV0250,ASV0338,ASV0450,ASV0377,ASV1022,ASV6174,ASV0786,ASV0053,ASV0697,ASV0785,ASV1967,ASV0385,ASV0295,ASV0072,ASV0157,ASV0501,ASV10729,ASV1470,ASV0050,ASV0411,ASV0549,ASV0184,ASV0705,ASV1715,ASV0603,ASV0826,ASV0034,ASV0838,ASV0614,ASV0014,ASV0585,ASV0016,ASV5394,ASV0666,ASV2085,ASV0003,ASV0346,ASV0267,ASV0353,ASV2419,ASV0447,ASV0654,ASV0151,ASV0065,ASV0527,ASV4055,ASV0166,ASV0417,ASV0078,ASV0322,ASV0156,ASV0648,ASV0407,ASV2030,ASV0300,ASV1150,ASV0958,ASV0216,ASV0446,ASV0367,ASV0200,ASV0334,ASV1311,ASV0458,ASV1371,ASV0418,ASV0004,ASV1943,ASV1495,ASV0901,ASV0628,ASV0400,ASV0116,ASV0788,ASV0117,ASV3137,ASV0001,ASV1651,ASV1692,ASV0660,ASV0508,ASV1660,ASV0233,ASV1343,ASV0209,ASV0193,ASV0357,ASV0198,ASV0007,ASV1772,ASV0009,ASV0006,ASV0011,ASV0015,ASV0017,ASV0235,ASV0382,ASV2357,ASV0567,ASV0165,ASV0005,ASV0384,ASV0002,ASV3017,ASV0091,ASV0186,ASV0370,ASV0018,ASV1377,ASV0019,ASV0023,ASV2194,ASV1155,ASV0510,ASV2371,ASV0024,ASV2452,ASV2332,ASV2591,ASV0521,ASV5542,ASV0336,ASV10102,ASV16823,ASV3104,ASV0781,ASV10899,ASV11222,ASV11327,ASV12458,ASV1636,ASV1890,ASV2898,ASV8328,ASV0709,ASV0856,ASV0909,ASV0937,ASV11390,ASV11966,ASV12990,ASV14797,ASV14904,ASV15304,ASV16696,ASV1690,ASV2029,ASV2834,ASV4003,ASV4064,ASV4294,ASV4609,ASV6283,ASV6491,ASV7453,ASV7959,ASV8219,ASV8547,ASV9319,ASV9382,ASV11516,ASV14377,ASV1867,ASV1895,ASV3168,ASV4449,ASV6596,ASV7492,ASV9854,ASV6296,ASV4201,ASV0552,ASV3671,ASV3529,ASV1060,ASV0239,ASV5711,ASV4152,ASV1461,ASV2877,ASV0012,ASV9823,ASV0008,ASV7832,ASV1915,ASV0055,ASV0032,ASV2977,ASV0466,ASV3866,ASV0040,ASV0496,ASV0052,ASV3828,ASV1930,ASV2126,ASV0793,ASV0299,ASV0208,ASV0511,ASV1123,ASV0099,ASV0752,ASV0883,ASV0683,ASV4117,ASV2172,ASV0330,ASV0728,ASV0499,ASV0120,ASV1446,ASV17171,ASV0533,ASV2495,ASV5582,ASV1488,ASV0682,ASV0068,ASV1987,ASV0035,ASV7192,ASV0873,ASV4749,ASV2174,ASV1476,ASV0740,ASV0170,ASV2466,ASV1709,ASV6170,ASV3673,ASV1745,ASV0380,ASV0426,ASV0202,ASV6350,ASV0713,ASV1822,ASV4569,ASV0030,ASV0331,ASV2981,ASV0828,ASV2440,ASV3006,ASV3875,ASV4511,ASV4700,ASV5804,ASV6826,ASV7280,ASV7535,ASV0651,ASV0913,ASV10832,ASV1117,ASV11329,ASV13209,ASV1345,ASV1719,ASV1886,ASV2158,ASV2189,ASV2257,ASV2283,ASV2328,ASV2434,ASV2648,ASV2698,ASV2775,ASV3171,ASV3227,ASV3397,ASV3444,ASV3556,ASV3606,ASV4190,ASV4197,ASV4722,ASV4765,ASV4809,ASV4846,ASV4903,ASV4944,ASV5151,ASV5413,ASV5537,ASV5688,ASV5752,ASV6122,ASV6135,ASV6188,ASV6216,ASV6242,ASV6383,ASV6781,ASV6799,ASV7374,ASV7539,ASV8591,ASV8637,ASV12796,ASV1934,ASV22549,ASV29857,ASV3215,ASV3236,ASV3954,ASV4850,ASV5225,ASV5532,ASV7258,ASV9474,ASV11857,ASV1202,ASV14742,ASV16652,ASV2019,ASV2410,ASV2718,ASV2738,ASV2876,ASV3177,ASV4367,ASV4635,ASV4896,ASV4907,ASV5230,ASV6509,ASV7376,ASV8163,ASV8195,ASV8923,ASV9666,ASV1482,ASV2726,ASV3281,ASV4235,ASV4808,ASV4861,ASV5276,ASV5837,ASV7098,ASV8451,ASV8694,ASV0905,ASV2900,ASV3963,ASV0041,ASV1865,ASV1140,ASV1179,ASV0279,ASV0043,ASV2097,ASV0309,ASV0607,ASV0025,ASV2284,ASV0556,ASV5040,ASV2924,ASV1331,ASV0506,ASV1514,ASV2144,ASV2265,ASV5156,ASV5534,ASV5747,ASV6657,ASV0658,ASV0716,ASV1657,ASV1885,ASV2333,ASV3375,ASV4317,ASV9599,ASV0175,ASV1032,ASV1235,ASV1262,ASV1320,ASV13797,ASV1491,ASV15014,ASV1510,ASV1551,ASV1919,ASV2114,ASV21486,ASV2448,ASV2589,ASV2608,ASV2786,ASV2827,ASV2872,ASV3125,ASV3247,ASV3451,ASV3465,ASV3809,ASV4006,ASV4046,ASV4938,ASV5435,ASV5605,ASV5635,ASV5743,ASV6627,ASV6785,ASV7368,ASV9118,ASV9135,ASV9435,ASV9671,ASV0387,ASV0454,ASV0751,ASV1081,ASV1332,ASV2659,ASV2979,ASV4184,ASV6198,ASV7454,ASV8198,ASV0855,ASV10092,ASV1532,ASV2553,ASV2741,ASV4095,ASV5295,ASV5787,ASV9455,ASV10879,ASV3997,ASV6760,ASV6990,ASV9560,ASV0220,ASV2518,ASV3615,ASV0075,ASV8070,ASV1658,ASV0773,ASV0799,ASV1839,ASV0265,ASV3741,ASV0847,ASV1026,ASV1222,ASV0729,ASV0143,ASV1328,ASV9078,ASV0027,ASV0546,ASV1136,ASV3081,ASV0531,ASV2525,ASV1083,ASV0424,ASV0644,ASV6007,ASV0564,ASV1938,ASV6516,ASV0503,ASV6913,ASV0164,ASV1576,ASV1725,ASV4501,ASV10678,ASV0944,ASV2292,ASV1090,ASV9117,ASV0285,ASV0463,ASV3199,ASV0150,ASV6583,ASV0392,ASV14007,ASV0177,ASV6448,ASV5399,ASV0277,ASV2599,ASV13465,ASV2412,ASV0423,ASV5187,ASV0701,ASV4248,ASV0519,ASV0764,ASV5385,ASV3021,ASV4119,ASV2534,ASV1061,ASV0670,ASV1384,ASV1981,ASV9632,ASV4564,ASV5289,ASV0516,ASV1463,ASV0969,ASV1113,ASV1234,ASV3814,ASV1000,ASV0079,ASV0145,ASV0457,ASV1485,ASV0535,ASV0259,ASV0570,ASV0906,ASV1748,ASV5520,ASV2288,ASV1887,ASV0374,ASV0823,ASV0717,ASV0431,ASV1030,ASV1082,ASV2684,ASV0051,ASV0513,ASV0581,ASV7282,ASV3009,ASV2106,ASV1012,ASV0921,ASV0010,ASV1178,ASV2848,ASV0586,ASV4225,ASV2156,ASV9778,ASV0493,ASV3770,ASV0470,ASV0262,ASV0998,ASV7708,ASV0453,ASV0044,ASV5490,ASV2638,ASV0829,ASV0601,ASV0234,ASV0133,ASV0323,ASV0854,ASV0110,ASV0816,ASV1031,ASV0144,ASV0020,ASV0962,ASV0794,ASV7117,ASV1008,ASV0096,ASV0128,ASV5232,ASV0031,ASV1744,ASV0289,ASV7413,ASV0822,ASV8111,ASV0687,ASV0112,ASV0987,ASV5332,ASV1129,ASV1274,ASV0119,ASV0890,ASV0848,ASV5944,ASV19741,ASV0504,ASV2146,ASV0089,ASV2301,ASV2982,ASV0891,ASV0093,ASV0042,ASV0980,ASV0069,ASV1364,ASV0524,ASV0435,ASV0517,ASV3167,ASV4280,ASV1158,ASV2214,ASV0544,ASV5326,ASV3765,ASV4646,ASV0090,ASV3680,ASV0111,ASV0768,ASV4862,ASV1742,ASV3701,ASV2386,ASV0375,ASV2796,ASV1369,ASV10272,ASV10354,ASV1067,ASV1900,ASV4079,ASV4149,ASV5140,ASV10782,ASV4273,ASV8121,ASV8438,ASV9390,ASV1340,ASV2650,ASV4674,ASV10492,ASV11430,ASV12135,ASV14970,ASV1954,ASV2613,ASV2757,ASV2909,ASV2954,ASV2969,ASV3410,ASV3575,ASV4275,ASV4652,ASV4761,ASV6003,ASV6110,ASV7427,ASV8092,ASV8169,ASV9693,ASV10913,ASV1979,ASV3772,ASV0113,ASV1800,ASV2335,ASV0692,ASV1120,ASV1434,ASV0076,ASV0361,ASV2231,ASV2018,ASV1529,ASV0841,ASV2556,ASV2777,ASV0355,ASV5169,ASV3091,ASV2435,ASV6822,ASV12605,ASV0286,ASV0074,ASV2485,ASV1233,ASV0356,ASV2918,ASV1427,ASV1409,ASV0770,ASV1403,ASV0314,ASV0187,ASV0313,ASV1087,ASV1970,ASV0754,ASV3775,ASV0132,ASV2329,ASV0561,ASV0130,ASV0226,ASV12648,ASV0204,ASV0767,ASV0335,ASV5901,ASV0596,ASV9271,ASV0904,ASV15270,ASV0990,ASV0155,ASV0086,ASV2581,ASV1579,ASV7730,ASV0897,ASV1975
1,SKAU-R2-23,503,S,KAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9963267120111348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5957029161128835,0,0,0,0,0,0,0,0,0,0,1.1120218982949828,0,0,0,0,0,0,-0.6196336468633676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8978369753606046,0,0,0,0,0,0,0,0,0,0,0,-3.7695166002446165,-4.174981708352781,0,0,0,0,0,0,0,0,0,3.59016319458335,0,0,-2.1272888649875252,0,0,-0.8607957036802549,0,-0.2285572762073027,0,3.54703157693836,0,0,0,-2.9963267120111348,0,0,-2.9963267120111348,0,0,0,0,2.5115032636968264,0,2.359896652114343,3.727875482927801,0,2.523902678601865,2.3718037024077434,0,0,0,0,0,5.0094509380822165,0,0,0,-2.670904311576507,-0.3409202443943471,0,3.9366463699549596,0,3.783245483969531,2.6542713424743978,0,0,0,0,2.5737778391388977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8700550124608073,0.726582490689113,0,0,0,0,0,2.2446059707559494,0,0,0,0,0,0,0,0,-1.3868887995770347,0,0,0,0,0,0,0,-2.160078687810516,0,0,0,-2.4702336161143554,0,0,0,0,0.9415139764429519,0,0,0,0,0,0,0,0,-0.7409945038676344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48135676420970963,0,0,0,0,0,0,0,0,0,0,-2.7886873472328904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13916750391801536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.823606451189303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.094587948143385,1.797554828869682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6709269412509178,0,0,0,0,0,0,0,0,-4.174981708352781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7886873472328904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059124796244478084,0,0,0,0,0,0,0,0,0,-0.22373798977135362,0,0,0,0,0,-1.711128467762613,0,0,0,0,0,0,0,0,0,0,0,-2.5655437959186806,0,0,0,-1.466931507250571,0,0,0,0,0
0,SWAJ-R4-3,17329,S,WAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9065455079158,0,0,0,-1.3834695800061096,0,0,0,0,0,0,0,0,0,0,-1.3834695800061096,0,0,0,0,0,0,0,-2.0766167605660546,0,0,0,0,0,0,0,0,0,0.48833259689548214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4623571104922215,0,0,0,0,0,-0.48965170398401314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.565791136800064,0,0,0,0,0,0,0,0,0.3212785122323156,0,0,0,0,2.805343056707394,0,-1.015744799880792,0,-0.7773337764357939,0,0,0,0,0,0,2.762307155848262,0,0,0,0,0.22596833242799086,1.0732661928151943,0.994016821161054,0,0,0,0,0,0,0,0,0,-1.565791136800064,0,-0.5602692711979662,0,0,0,0,0,0,0,0,0,-0.8398541334171279,0,0,0,0,0,0,0.7233709358618405,0,0,0,0,0,0,0,0,0,0,0,-2.1943997962224384,0,0,0,0,0,0,0,0,0,0,1.8486514716121123,0,0,-0.6903223994461642,0,0,-1.329402358735834,0,-0.1307066115107416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.391842379880134,1.51917227048187,0.5219492076944672,0.44465753339282,0,0,0,0,0,4.132643731529543,-0.2307900700677239,0,0,3.9982182843081375,0.5781889260173427,0,2.9985570546677724,0,2.778879711330049,1.3058884880839479,0,0,0,0,1.155504291052167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5361717196189058,0,0,0,-0.7474808132861126,0,0,1.54326982206093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.182798884543958,0,0,0,0.47974885320409033,0,0,0,-2.3279311888469607,-0.1307066115107416,0,0,0,0,0,0,0,0,-2.3279311888469607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2791182470193432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9712562449082283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6347840082870158,0,0,0,2.4499911029189345,0,0,-1.7088919804407374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0957875075543284,0,0,0,0,0,0,0,0,0,0,-1.7088919804407374,0,0,-1.015744799880792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1943997962224384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5602692711979662,0,0,0,-1.501252615662493,0,0,0,0,0,-0.7474808132861126,0,0,0,0,0,0,0,0,0,1.360948265266975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.501252615662493,0,-0.6102796917726279,0,0,0,0,0,0,0,0,0
1,SYAN-R3-19,10287,S,YAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.343955158545286,0,0,0,0,0,0,0,0,0,0,-1.343955158545286,0,0,0,0,0,0,0,-1.3100536068696047,0,0,0,0,-2.7653408394764467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5757567726026105,0,0,0,0,0,-0.40718589532759,0,0,0,-1.453154450510278,0,0,-0.7222669419674856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2924103807351619,0,0,0,0,0,0.9551756995806722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.840049977623869,0,0,0,0,0,0,0,0,0,-1.620208535173444,0,0,0,0,0,0,0,-1.938662266291979,0,0,-0.038422154069854386,1.2523283550866857,0,0,0,0.6262870911695577,0.6593870395959023,-1.3100536068696047,1.0444912250551521,-0.029119761407540246,0.3763453467006235,0,0,0,-2.1463016310702234,0,0,1.3000161858724013,0,-1.938662266291979,0,0,-0.24534286987717646,2.131432293706662,-0.2339141740535533,0,0,0,0,0,0,0,0,0,0,0,-1.343955158545286,0,0,0,0,0,0,0,0,-1.7155187149777693,-1.1559029270423467,0,-0.038422154069854386,0,0,-1.938662266291979,0,0,0,0,0,0,0,0,0,0,0,0,0.5462443834960213,-2.7653408394764467,0,0,0,-1.6667285508083372,0,-0.61690642630965975,0,0,0,0,2.452695695810787,0,0,0,0,-0.9270613546134991,0,0,0,0,0,0,0,0,-0.2804341896884468,-1.5331971581838144,0,0,-1.1003330758875358,0,0,0,0,0,0,2.9913051247368223,0,1.1147491188486898,0.8945510777642376,0,0.6262870911695577,0,0,0,4.279564277652924,0,0,0,-2.00320078742955,0,0,2.849350174236797,0,2.6520285984312784,1.614898484623339,0,0,0,0,1.4046411369512741,0,0,0,-0.6508079779853411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.878037644475544,0,0,0,0,0,0,0,-1.1559029270423467,0,0,0,0,0,-0.047811894419693246,0,0,0,0,0,0,1.784014567405248,0,0,0,0,0,0,0,0,0,0,-0.8826095920426651,0,0,0,-0.9500508728381978,0,-2.6318094468519244,0,0,-2.919491519303705,0,0,0,0,-2.22634433874376,0.5462443834960213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0017207872194262563,0,0,1.8196266391941247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4245474485185019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.620208535173444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6453352861402522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39376287499545004,0,0,0,0,0,0,0,0,0,0,0.2160026966254449,0,0,0.2445760690695007,0,0,0,0,0,0,0,0,-0.9045884987614405,0,0,0,0,0.04233920257460433,0,0,0,0,0,0,0.05943363593390494,0,0,0,0,0,0,0,0,0,0,0,0,0.8646981146145558,-1.2455150857320336,0,0,0,0,0,0,0,0,0,0,0,4.1986597381701385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7440474971515307,0,0,0,0,0,-0.1786514953785039,0,0,5.319001364795866,0,0,4.0038089710138935,0,0,0,0,0,0.25856231104424054,0,0,0,0,-2.0721936589165018,2.6256859251758575,0,0,0,0,0,0,0,0,0,-1.8208792306355956,0,1.0476507853455201,0,2.526527203391683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4741360270486563,1.745518667040403,0,0,0,0,0,-1.0476893424021139,0,0,0,0,0,0,-1.0736648288053745,0,0,0,0,0,0,0,0,0,0,0,-0.0017207872194262563,-1.343955158545286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32570161388186936,0,0,0,0,0,0,0,0,0,0,0
