ASV,seed23_run2,seed105_run3,seed12_run4
ASV1991,3,6,1
ASV19935,3,6,1
ASV1994,9,8,10
ASV1995,3,6,1
ASV1996,3,6,1
ASV2001,3,6,1
ASV2004,3,6,1
ASV2005,3,6,1
ASV2009,1,9,12
ASV2010,11,3,7
ASV20100,3,6,1
ASV2011,3,6,1
ASV2012,3,6,1
ASV2013,3,6,1
ASV2016,3,6,1
ASV2018,3,6,1
ASV2019,3,6,1
ASV2020,9,6,1
ASV2021,3,6,1
ASV2023,3,6,1
ASV2024,9,8,10
ASV20246,3,6,1
ASV20251,3,6,1
ASV2026,3,6,1
ASV20268,3,6,1
ASV2028,3,6,1
ASV2029,3,6,1
ASV20292,3,6,1
ASV2030,3,6,1
ASV2031,3,6,1
ASV2032,3,6,1
ASV2033,3,6,1
ASV2034,3,6,1
ASV20362,3,6,1
ASV2038,3,6,13
ASV20386,3,6,1
ASV2041,3,6,1
ASV2042,3,6,1
ASV2043,3,6,1
ASV20450,3,6,1
ASV2046,1,9,12
ASV2047,3,6,1
ASV2048,3,6,1
ASV2049,3,6,1
ASV2050,3,6,1
ASV2051,3,6,1
ASV2053,3,6,1
ASV2055,3,6,1
ASV20551,3,6,1
ASV2056,8,11,9
ASV2057,3,6,1
ASV2058,3,6,1
ASV20586,3,6,1
ASV2059,3,6,1
ASV2060,3,6,1
ASV20601,3,6,1
ASV20603,3,6,1
ASV2061,1,9,12
ASV2062,3,6,1
ASV2064,3,6,1
ASV2065,9,6,1
ASV2066,9,8,10
ASV2067,12,12,11
ASV20691,3,6,1
ASV2070,3,6,1
ASV2072,3,6,1
ASV2073,3,6,1
ASV2075,3,6,1
ASV2076,3,6,1
ASV20760,3,6,1
ASV2077,3,6,1
ASV2078,3,6,1
ASV2079,3,6,1
ASV2080,3,6,1
ASV20802,3,6,1
ASV2081,3,6,1
ASV2082,3,6,1
ASV2083,3,6,1
ASV2085,3,6,1
ASV2086,3,6,1
ASV2087,3,6,1
ASV20872,3,6,1
ASV2088,3,6,1
ASV2089,3,6,1
ASV2091,3,6,1
ASV2094,3,6,1
ASV20943,3,6,1
ASV2096,3,6,1
ASV2097,3,6,1
ASV2099,3,6,1
ASV2100,3,6,1
ASV2101,3,6,1
ASV2102,3,6,1
ASV2103,3,6,1
ASV2105,3,6,1
ASV2106,3,6,1
ASV2108,3,6,1
ASV2112,3,6,1
ASV2113,3,6,1
ASV2114,9,8,10
ASV2117,3,6,1
ASV2119,3,6,1
ASV21207,3,6,1
ASV2121,3,6,1
ASV2122,3,6,1
ASV2124,11,3,7
ASV2125,3,6,1
ASV21259,3,6,1
ASV2126,3,6,1
ASV2127,3,6,1
ASV2128,3,6,1
ASV2130,3,6,1
ASV2131,3,6,1
ASV2132,3,6,1
ASV2135,3,6,1
ASV2136,3,6,1
ASV2137,3,6,1
ASV2138,3,6,1
ASV2139,9,8,10
ASV2140,3,6,1
ASV2141,3,6,1
ASV2142,3,6,1
ASV2144,1,9,12
ASV2145,3,6,1
ASV2146,3,6,1
ASV2147,3,6,1
ASV2148,3,6,1
ASV21486,3,6,1
ASV2149,3,6,1
ASV2150,3,6,1
ASV2151,3,6,1
ASV2152,3,6,1
ASV2153,3,6,1
ASV2154,3,6,1
ASV2156,3,6,1
ASV21568,3,6,1
ASV2157,3,6,1
ASV2158,3,6,1
ASV2160,3,6,1
ASV2161,3,6,13
ASV2162,3,6,1
ASV21626,3,6,1
ASV2165,3,6,1
ASV2167,3,6,1
ASV2169,3,6,1
ASV2170,3,6,1
ASV21701,3,6,1
ASV2171,3,6,1
ASV2172,3,6,1
ASV2173,12,12,11
ASV2174,3,6,1
ASV2175,3,6,1
ASV2176,9,8,10
ASV2177,3,6,1
ASV2178,12,12,11
ASV2179,3,6,1
ASV2180,3,6,1
ASV2181,3,6,1
ASV2182,11,3,7
ASV2183,3,6,1
ASV21866,3,6,1
ASV2187,3,6,1
ASV2188,3,6,1
ASV2189,3,6,1
ASV2190,3,6,1
ASV2193,3,6,1
ASV2194,3,6,13
ASV2196,12,12,11
ASV2197,3,6,1
ASV2198,3,6,1
ASV2201,3,6,13
ASV2202,3,6,1
ASV2203,12,12,11
ASV2204,3,6,1
ASV2205,3,6,1
ASV2206,3,6,1
ASV2208,3,6,1
ASV2210,3,6,1
ASV2211,3,6,1
ASV2212,3,6,1
ASV2213,3,6,1
ASV2214,3,6,1
ASV2216,3,6,1
ASV2217,3,6,1
ASV2218,3,6,1
ASV2220,3,6,1
ASV2222,3,6,1
ASV2223,3,6,1
ASV2225,3,6,1
ASV2226,3,6,1
ASV2228,3,6,1
ASV2229,3,6,1
ASV2231,3,6,1
ASV2232,3,6,1
ASV22332,3,6,1
ASV2234,3,6,1
ASV2235,3,6,1
ASV2237,11,3,7
ASV22376,3,6,1
ASV2238,3,6,1
ASV2240,3,6,1
ASV2245,3,6,1
ASV22457,3,6,1
ASV2248,3,6,1
ASV2249,9,8,10
ASV2250,3,6,1
ASV2251,3,6,1
ASV2252,3,6,1
ASV2253,3,6,1
ASV22537,3,6,1
ASV2254,9,8,10
ASV22545,3,6,1
ASV22549,3,6,1
ASV2255,11,3,7
ASV2256,12,12,11
ASV2257,3,6,1
ASV2259,3,6,1
ASV2261,3,6,1
ASV2262,3,6,1
ASV2264,3,6,1
ASV2265,3,6,1
ASV2266,3,6,1
ASV2267,3,6,1
ASV2268,3,6,1
ASV2269,3,6,1
ASV22698,3,6,1
ASV2271,3,6,1
ASV2272,3,6,1
ASV2273,3,6,1
ASV2275,3,6,1
ASV2276,3,6,1
ASV2277,3,6,1
ASV2278,3,6,1
ASV2279,3,6,1
ASV2280,3,6,1
ASV2281,3,6,1
ASV2282,3,6,1
ASV2283,3,6,1
ASV2284,3,6,1
ASV2285,9,8,10
ASV22853,3,6,1
ASV2286,3,6,1
ASV2287,3,6,1
ASV2288,3,6,1
ASV2289,3,6,1
ASV2290,3,6,1
ASV2291,3,6,1
ASV2292,3,6,1
ASV2293,3,6,1
ASV2294,3,6,1
ASV2296,3,6,1
ASV2297,3,6,1
ASV2298,3,6,1
ASV2300,3,6,1
ASV2301,3,6,1
ASV2304,3,6,1
ASV2307,3,6,1
ASV2311,3,6,1
ASV23122,3,6,1
ASV2314,3,6,1
ASV2315,3,6,1
ASV2316,3,6,1
ASV23165,3,6,1
ASV2317,3,6,1
ASV2318,3,6,1
ASV2319,3,6,1
ASV2320,3,6,1
ASV2321,3,6,1
ASV2323,3,6,1
ASV2327,3,6,1
ASV23271,3,6,1
ASV2328,3,6,1
ASV2329,3,6,1
ASV2330,3,6,1
ASV2332,3,6,1
ASV2333,3,6,1
ASV2334,3,6,1
ASV2335,3,6,1
ASV2337,3,6,1
ASV2340,3,6,1
ASV2341,3,6,1
ASV2342,3,6,1
ASV2343,3,6,1
ASV2346,9,6,1
ASV2347,3,6,1
ASV2348,3,6,1
ASV2349,3,6,1
ASV23495,3,6,1
ASV2352,3,6,1
ASV2353,3,6,1
ASV2354,3,6,1
ASV2357,3,6,1
ASV2359,3,6,1
ASV2361,3,6,1
ASV2362,3,6,1
ASV2364,3,6,1
ASV2366,12,12,11
ASV2367,3,6,1
ASV2368,3,6,1
ASV2371,3,6,1
ASV2372,3,6,1
ASV2376,3,6,1
ASV2377,3,6,1
ASV2378,3,6,1
ASV2379,3,6,1
ASV2380,3,6,1
ASV2381,3,6,1
ASV2383,3,6,1
ASV2384,3,6,1
ASV2385,3,6,1
ASV2386,3,6,1
ASV2387,3,6,1
ASV2389,3,6,1
ASV2390,3,6,1
ASV2392,3,6,1
ASV2394,3,6,1
ASV2396,3,6,1
ASV2397,3,6,1
ASV2400,3,6,1
ASV2402,3,6,1
ASV2403,3,6,13
ASV2404,3,6,1
ASV2406,3,6,1
ASV2409,3,6,1
ASV2410,3,6,13
ASV2411,3,6,1
ASV2412,3,6,1
ASV2413,3,6,1
ASV2414,3,6,1
ASV2416,3,6,1
ASV2417,3,6,1
ASV2418,3,6,13
ASV2419,3,6,1
ASV24192,3,6,1
ASV2420,3,6,1
ASV2421,3,6,1
ASV2423,3,6,1
ASV2426,3,6,1
ASV2427,3,6,1
ASV2432,3,6,1
ASV2433,3,6,1
ASV2434,3,6,1
ASV2435,3,6,1
ASV2438,9,8,10
ASV2439,3,6,1
ASV2440,3,6,1
ASV2447,3,6,1
ASV2448,3,6,1
ASV2449,3,6,1
ASV2450,3,6,1
ASV2451,3,6,1
ASV24519,3,6,1
ASV2452,3,6,1
ASV2456,3,6,1
ASV2457,3,6,1
ASV24575,3,6,1
ASV2458,9,6,1
ASV2459,3,6,1
ASV2460,3,6,1
ASV2461,3,6,1
ASV2462,3,6,1
ASV2463,3,6,1
ASV2464,3,6,1
ASV2465,3,6,1
ASV2466,3,6,1
ASV2467,3,6,1
ASV2469,3,6,1
ASV2471,3,6,1
ASV2474,12,12,11
ASV2475,3,6,1
ASV2476,3,6,1
ASV2477,3,6,1
ASV2478,3,6,1
ASV2479,3,6,1
ASV2481,3,6,1
ASV2483,3,6,1
ASV2484,3,6,1
ASV2485,3,6,13
ASV2486,3,6,1
ASV2487,3,6,1
ASV2488,3,6,1
ASV2489,3,6,1
ASV2490,3,6,1
ASV2491,3,6,1
ASV2492,3,6,1
ASV2493,3,6,1
ASV2495,3,6,1
ASV2496,3,6,1
ASV2497,3,6,1
ASV2498,3,6,1
ASV2499,3,6,1
ASV2500,3,6,1
ASV2501,3,6,1
ASV2502,3,6,1
ASV2503,3,6,1
ASV2504,3,6,1
ASV2505,3,6,1
ASV2506,3,6,1
ASV2509,3,6,1
ASV2510,3,6,1
ASV2511,3,6,1
ASV2513,3,6,1
ASV2514,3,6,1
ASV2515,3,6,1
ASV2516,3,6,13
ASV2517,3,6,1
ASV2518,3,6,1
ASV2520,3,6,1
ASV2522,3,6,1
ASV2523,3,6,13
ASV2525,3,6,1
ASV2526,3,6,1
ASV2528,3,6,1
ASV2529,3,6,1
ASV2530,3,6,1
ASV2532,3,6,1
ASV2533,3,6,1
ASV2534,3,6,1
ASV2535,3,6,1
ASV2536,3,6,1
ASV2537,3,6,1
ASV2538,3,6,1
ASV2539,3,6,1
ASV2540,3,6,1
ASV2541,3,6,1
ASV2542,3,6,1
ASV2543,3,6,1
ASV2544,3,6,1
ASV2546,3,6,1
ASV2548,3,6,1
ASV2549,3,6,1
ASV2550,3,6,1
ASV2551,3,6,1
ASV2552,3,6,1
ASV2553,3,6,1
ASV2556,3,6,1
ASV2557,3,6,1
ASV2559,3,6,1
ASV2560,3,6,1
ASV2561,3,6,1
ASV2562,3,6,1
ASV25628,3,6,1
ASV2563,3,6,1
ASV2564,3,6,1
ASV2565,3,6,12
ASV2568,3,6,1
ASV2569,3,6,13
ASV2573,3,6,1
ASV2574,3,6,1
ASV2576,3,6,1
ASV2579,3,6,1
ASV2580,3,6,1
ASV2581,3,6,1
ASV2583,3,6,1
ASV2584,3,6,1
ASV2585,3,6,1
ASV2586,3,6,1
ASV2588,3,6,1
ASV2589,3,6,1
ASV2591,3,6,1
ASV2593,3,6,1
ASV2594,3,6,1
ASV2595,3,6,1
ASV2596,3,6,1
ASV2597,3,6,1
ASV2599,3,6,1
ASV25990,3,6,1
ASV2600,3,6,12
ASV2602,3,6,1
ASV2603,3,6,1
ASV2604,3,6,1
ASV2605,3,6,1
ASV2606,3,6,1
ASV26068,3,6,1
ASV2607,3,6,13
ASV2608,3,6,1
ASV2609,11,3,7
ASV2610,3,6,1
ASV2613,3,6,1
ASV2617,3,6,1
ASV2619,3,6,1
ASV2621,3,6,1
ASV2622,3,6,1
ASV2623,3,6,1
ASV2624,3,6,1
ASV2628,3,6,1
ASV2629,3,6,1
ASV2630,3,6,1
ASV2631,3,6,1
ASV2633,3,6,1
ASV2634,3,6,1
ASV2636,3,6,1
ASV2638,3,6,1
ASV2639,3,6,1
ASV2640,3,6,1
ASV2641,3,6,1
ASV2643,3,6,1
ASV2645,3,6,1
ASV2646,3,6,1
ASV2647,3,6,1
ASV2648,3,6,1
ASV2649,3,6,1
ASV2650,3,6,1
ASV2652,3,6,1
ASV2653,3,6,1
ASV2654,3,6,1
ASV2656,3,6,1
ASV2657,3,6,1
ASV2658,3,6,1
ASV2659,3,6,1
ASV2660,3,6,1
ASV2661,3,6,1
ASV2662,3,6,1
ASV2663,3,6,1
ASV2664,3,6,1
ASV2666,3,6,1
ASV2669,3,6,1
ASV2670,9,8,10
ASV2671,3,6,1
ASV2672,3,6,1
ASV2673,3,6,1
ASV2674,3,6,1
ASV2676,3,6,13
ASV2677,3,6,1
ASV2678,3,6,1
ASV2680,3,6,1
ASV2681,3,6,1
ASV2682,3,6,1
ASV2684,3,6,1
ASV2685,3,6,1
ASV2686,3,6,1
ASV2687,3,6,1
ASV2688,3,6,1
ASV2689,3,6,1
ASV2690,3,6,1
ASV2691,3,6,1
ASV2692,3,6,1
ASV2693,3,6,1
ASV2694,3,6,1
ASV2695,3,6,1
ASV2696,3,6,1
ASV2698,3,6,1
ASV2699,3,6,1
ASV2701,3,6,1
ASV2702,3,6,1
ASV2703,3,6,1
ASV2704,3,6,1
ASV2705,3,6,1
ASV2706,3,6,1
ASV2707,3,6,1
ASV2709,3,6,1
ASV2711,3,6,1
ASV2712,3,6,1
ASV2714,3,6,1
ASV2715,3,6,1
ASV2718,3,6,1
ASV2719,3,6,1
ASV2722,3,6,1
ASV2725,3,6,1
ASV2726,3,6,1
ASV2727,3,6,1
ASV2728,3,6,1
ASV2729,3,6,1
ASV2730,3,6,1
ASV2733,3,6,1
ASV2734,3,6,1
ASV2735,3,6,1
ASV2737,3,6,1
ASV2738,3,6,1
ASV2739,3,6,1
ASV2741,3,6,1
ASV2744,3,6,1
ASV2746,12,12,11
ASV2747,3,6,1
ASV2749,3,6,1
ASV2751,3,6,1
ASV2752,3,6,1
ASV2753,3,6,1
ASV2754,12,12,11
ASV2755,3,6,1
ASV2756,3,6,1
ASV2757,3,6,1
ASV2758,3,6,1
ASV2760,12,12,11
ASV2761,3,6,1
ASV2762,3,6,1
ASV2764,3,6,1
ASV2765,3,6,1
ASV2766,3,6,1
ASV2769,3,6,1
ASV2770,3,6,1
ASV2772,3,6,1
ASV2774,3,6,1
ASV2775,3,6,1
ASV2776,3,6,1
ASV2777,3,6,1
ASV2778,3,6,1
ASV2779,3,6,1
ASV2780,3,6,1
ASV2782,3,6,1
ASV2783,3,6,1
ASV2784,3,6,1
ASV2785,3,6,1
ASV2786,3,6,1
ASV2787,3,6,1
ASV2788,3,6,1
ASV2789,3,6,13
ASV2791,3,6,1
ASV2792,3,6,1
ASV2793,3,6,1
ASV2794,3,6,1
ASV2795,3,6,1
ASV2796,3,6,1
ASV2797,3,6,1
ASV2800,3,6,1
ASV2801,3,6,1
ASV2802,3,6,1
ASV2803,3,6,1
ASV2804,3,6,1
ASV2805,3,6,1
ASV2806,3,6,1
ASV2807,3,6,1
ASV2809,9,8,10
ASV2810,3,6,1
ASV2813,3,6,1
ASV2814,3,6,1
ASV2818,3,6,1
ASV2819,3,6,13
ASV2820,3,6,1
ASV2822,3,6,1
ASV2823,3,6,1
ASV2825,3,6,1
ASV2827,3,6,1
ASV2828,3,6,1
ASV2829,3,6,1
ASV2830,3,6,1
ASV2834,3,6,1
ASV2836,3,6,1
ASV2837,3,6,1
ASV2840,3,6,1
ASV2841,3,6,1
ASV2843,3,6,1
ASV2844,3,6,1
ASV2845,3,6,1
ASV2846,3,6,1
ASV2847,3,6,1
ASV2848,3,6,1
ASV2849,3,6,1
ASV2851,3,6,1
ASV2852,3,6,1
ASV2853,3,6,1
ASV2854,3,6,1
ASV2856,3,6,1
ASV2857,3,6,1
ASV2858,3,6,1
ASV2862,3,6,1
ASV2863,3,6,1
ASV2864,3,6,1
ASV2866,3,6,1
ASV2868,3,6,1
ASV2869,3,6,1
ASV2870,3,6,1
ASV2872,3,6,1
ASV2873,3,6,1
ASV2874,3,6,1
ASV2876,3,6,1
ASV2877,3,6,1
ASV2878,3,6,1
ASV2879,3,6,1
ASV2881,3,6,1
ASV2882,3,6,1
ASV2883,3,6,1
ASV2884,3,6,1
ASV2885,3,6,1
ASV2889,3,6,1
ASV2890,3,6,1
ASV2891,3,6,1
ASV2892,3,6,1
ASV2893,3,6,1
ASV2895,3,6,1
ASV2896,3,6,1
ASV2898,3,6,1
ASV2900,3,6,1
ASV2902,3,6,1
ASV2903,3,6,1
ASV2906,3,6,1
ASV2907,3,6,1
ASV2908,3,6,1
ASV2909,3,6,1
ASV2910,3,6,1
ASV2913,3,6,1
ASV2914,3,6,1
ASV2915,3,6,1
ASV2918,3,6,1
ASV2919,3,6,1
ASV2920,3,6,1
ASV2922,3,6,1
ASV2924,3,6,1
ASV2925,3,6,1
ASV2927,3,6,1
ASV2929,3,6,1
ASV2931,3,6,1
ASV2932,3,6,1
ASV2933,3,6,1
ASV2934,3,6,1
ASV2935,3,6,1
ASV2936,3,6,1
ASV2942,3,6,1
ASV2943,3,6,1
ASV2945,3,6,1
ASV2946,3,6,1
ASV2948,3,6,1
ASV2949,3,6,13
ASV2951,3,6,1
ASV2954,3,6,1
ASV2955,3,6,1
ASV2956,3,6,1
ASV2958,3,6,1
ASV2960,3,6,1
ASV2961,3,6,1
ASV2963,3,6,1
ASV2965,3,6,1
ASV2968,3,6,1
ASV2969,3,6,1
ASV2970,3,6,1
ASV2972,3,6,1
ASV2973,3,6,1
ASV2974,3,6,1
ASV2977,3,6,1
ASV2979,3,6,1
ASV2980,3,6,1
ASV2981,3,6,1
ASV2982,3,6,1
ASV2985,3,6,1
ASV29857,3,6,1
ASV2991,3,6,1
ASV2992,3,6,1
ASV2993,3,6,1
ASV2994,3,6,1
ASV2996,3,6,1
ASV2997,3,6,1
ASV2998,3,6,1
ASV2999,3,6,1
ASV3001,3,6,1
ASV3003,3,6,1
ASV3006,3,6,1
ASV3007,3,6,1
ASV3008,3,6,1
ASV3009,3,6,1
ASV3010,3,6,1
ASV3014,3,6,1
ASV3017,3,6,1
ASV3018,3,6,1
ASV3019,3,6,1
ASV3020,3,6,1
ASV3021,3,6,1
ASV3022,3,6,1
ASV3023,3,6,1
ASV3024,3,6,1
ASV3025,3,6,1
ASV30254,3,6,1
ASV3027,3,6,1
ASV3028,3,6,1
ASV3029,3,6,1
ASV3031,3,6,1
ASV3033,3,6,1
ASV3034,3,6,13
ASV3036,3,6,1
ASV3037,3,6,1
ASV3040,3,6,1
ASV3041,3,6,1
ASV3042,3,6,1
ASV3044,3,6,1
ASV3045,3,6,1
ASV3048,3,6,1
ASV3049,3,6,1
ASV3050,3,6,1
ASV3053,3,6,1
ASV3054,3,6,1
ASV3055,3,6,1
ASV3056,3,6,1
ASV3057,3,6,1
ASV3060,3,6,1
ASV3062,3,6,1
ASV3065,3,6,1
ASV3066,3,6,1
ASV3069,3,6,1
ASV3070,3,6,1
ASV3072,3,6,1
ASV3075,3,6,1
ASV3076,3,6,1
ASV3077,3,6,1
ASV3078,3,6,1
ASV30780,3,6,1
ASV3079,3,6,1
ASV3081,3,6,1
ASV3082,3,6,1
ASV3084,3,6,1
ASV3085,3,6,1
ASV3087,3,6,1
ASV3089,3,6,1
ASV3090,3,6,1
ASV3091,3,6,1
ASV3093,3,6,1
ASV3094,3,6,1
ASV3095,3,6,1
ASV3097,3,6,1
ASV3099,3,6,1
ASV3100,3,6,1
ASV3101,3,6,1
ASV3104,3,6,1
ASV3105,3,6,1
ASV3106,3,6,1
ASV3107,3,6,1
ASV3108,3,6,1
ASV3109,3,6,1
ASV3110,3,6,1
ASV3111,3,6,1
ASV3113,3,6,1
ASV3114,3,6,1
ASV3116,3,6,1
ASV3117,3,6,1
ASV3118,3,6,1
ASV3119,3,6,1
ASV3120,3,6,1
ASV3123,3,6,1
ASV3124,3,6,1
ASV3125,3,6,1
ASV3126,3,6,1
ASV3129,3,6,1
ASV3130,3,6,1
ASV3132,3,6,1
ASV3134,3,6,1
ASV3137,3,6,1
ASV3138,3,6,1
ASV3140,3,6,1
ASV3141,3,6,1
ASV3142,3,6,1
ASV3143,3,6,13
ASV3144,3,6,1
ASV3146,3,6,1
ASV3147,3,6,1
ASV3148,3,6,1
ASV3150,3,6,1
ASV3151,3,6,1
ASV3152,3,6,1
ASV3153,3,6,1
ASV3154,3,6,1
ASV3155,3,6,1
ASV3159,3,6,1
ASV3160,3,6,1
ASV3161,3,6,1
ASV3163,3,6,1
ASV3164,3,6,1
ASV3167,3,6,1
ASV3168,3,6,1
ASV3170,3,6,1
ASV3171,3,6,1
ASV3172,3,6,1
ASV3174,3,6,1
ASV3175,3,6,1
ASV3176,3,6,1
ASV3177,3,6,1
ASV3180,3,6,1
ASV3183,3,6,1
ASV3184,3,6,1
ASV3186,3,6,1
ASV3187,3,6,1
ASV3189,3,6,1
ASV3192,3,6,1
ASV3194,3,6,1
ASV3195,3,6,1
ASV3196,3,6,1
ASV3199,3,6,1
ASV3201,3,6,1
ASV3202,3,6,1
ASV3206,3,6,1
ASV3207,3,6,1
ASV3208,3,6,1
ASV3209,3,6,1
ASV3210,3,6,1
ASV3211,3,6,1
ASV3213,3,6,1
ASV3214,3,6,1
ASV3215,3,6,1
ASV3217,3,6,1
ASV3219,3,6,1
ASV3220,3,6,1
ASV3222,3,6,1
ASV3223,3,6,1
ASV3224,3,6,1
ASV3226,3,6,1
ASV3227,3,6,1
ASV3229,3,6,1
ASV3230,3,6,1
ASV3231,3,6,1
ASV3233,3,6,13
ASV3234,3,6,1
ASV3235,3,6,1
ASV3236,3,6,1
ASV3238,3,6,1
ASV3239,3,6,1
ASV3240,3,6,1
ASV3241,3,6,1
ASV3245,3,6,1
ASV3247,3,6,1
ASV3249,3,6,1
ASV3250,3,6,1
ASV3251,3,6,1
ASV3252,3,6,1
ASV3254,3,6,1
ASV3255,3,6,1
ASV3257,3,6,1
ASV3259,3,6,1
ASV3260,3,6,1
ASV3261,3,6,1
ASV3262,3,6,1
ASV3263,3,6,1
ASV3264,3,6,1
ASV3265,3,6,1
ASV3268,3,6,1
ASV3270,3,6,1
ASV3271,3,6,1
ASV3273,3,6,1
ASV3274,3,6,1
ASV3279,3,6,1
ASV3280,3,6,1
ASV3281,3,6,1
ASV3283,3,6,1
ASV3284,3,6,1
ASV3285,3,6,1
ASV3286,3,6,1
ASV3287,3,6,1
ASV3288,3,6,1
ASV3290,3,6,1
ASV3291,3,6,1
ASV3293,3,6,1
ASV3294,3,6,1
ASV3296,3,6,1
ASV3297,3,6,1
ASV3298,3,6,1
ASV3302,3,6,1
ASV3303,3,6,1
ASV3304,3,6,1
ASV3305,3,6,1
ASV3306,3,6,1
ASV3307,3,6,1
ASV3309,3,6,1
ASV3310,3,6,1
ASV3311,3,6,1
ASV3312,3,6,1
ASV3313,3,6,1
ASV3314,3,6,1
ASV3315,3,6,1
ASV3316,3,6,1
ASV3317,3,6,1
ASV3320,3,6,1
ASV3321,3,6,1
ASV3322,3,6,1
ASV3323,3,6,1
ASV3324,3,6,1
ASV3326,3,6,1
ASV3327,3,6,1
ASV3329,3,6,1
ASV3330,3,6,1
ASV3331,3,6,13
ASV3334,3,6,1
ASV3336,3,6,1
ASV3337,3,6,1
ASV3338,3,6,1
ASV3342,3,6,1
ASV3344,3,6,1
ASV3345,3,6,1
ASV3346,3,6,1
ASV3347,3,6,1
ASV3348,3,6,1
ASV3349,3,6,1
ASV3351,3,6,1
ASV3352,3,6,1
ASV3353,3,6,1
ASV3354,3,6,1
ASV3355,3,6,1
ASV3358,3,6,1
ASV3360,3,6,1
ASV3361,3,6,1
ASV3362,3,6,1
ASV3363,3,6,1
ASV3364,3,6,1
ASV3366,3,6,1
ASV3367,3,6,13
ASV3368,3,6,1
ASV3370,3,6,1
ASV3372,3,6,1
ASV3373,3,6,1
ASV3375,3,6,1
ASV3376,3,6,1
ASV3377,3,6,1
ASV3378,3,6,1
ASV3379,3,6,1
ASV3380,3,6,1
ASV3382,3,6,1
ASV3383,3,6,1
ASV3384,3,6,1
ASV3387,3,6,1
ASV3388,3,6,1
ASV3389,3,6,1
ASV3390,3,6,1
ASV3393,3,6,1
ASV3395,3,6,1
ASV3396,3,6,1
ASV3397,3,6,1
ASV3398,3,6,1
ASV3400,3,6,1
ASV3401,3,6,1
ASV3406,3,6,1
ASV3408,3,6,1
ASV3410,3,6,1
ASV3411,12,6,11
ASV3412,3,6,1
ASV3416,3,6,1
ASV3418,3,6,1
ASV3420,3,6,1
ASV3421,3,6,1
ASV3422,3,6,1
ASV3423,3,6,1
ASV3425,3,6,1
ASV3426,3,6,1
ASV3429,3,6,1
ASV3430,3,6,1
ASV3431,3,6,1
ASV3432,3,6,1
ASV3433,3,6,1
ASV3435,3,6,1
ASV3436,3,6,1
ASV3437,3,6,1
ASV3438,3,6,1
ASV3439,3,6,1
ASV3441,3,6,1
ASV3443,3,6,1
ASV3444,3,6,1
ASV3445,3,6,1
ASV3447,3,6,1
ASV3448,3,6,1
ASV3449,3,6,1
ASV3451,3,6,1
ASV3452,3,6,1
ASV3454,3,6,1
ASV3455,3,6,1
ASV3456,3,6,1
ASV3457,3,6,1
ASV3458,3,6,1
ASV3463,3,6,1
ASV3464,3,6,1
ASV3465,3,6,1
ASV3466,3,6,1
ASV3467,3,6,1
ASV3468,3,6,1
ASV3469,3,6,1
ASV3470,3,6,1
ASV3471,3,6,1
ASV3472,3,6,1
ASV3474,3,6,1
ASV3478,3,6,1
ASV3479,3,6,1
ASV3480,3,6,1
ASV3481,3,6,1
ASV3482,3,6,1
ASV3483,3,6,1
ASV3484,3,6,1
ASV3487,3,6,1
ASV3488,3,6,1
ASV3492,3,6,1
ASV3494,3,6,1
ASV3495,3,6,1
ASV3496,3,6,1
ASV3497,3,6,1
ASV3498,3,6,1
ASV3499,3,6,1
ASV3502,3,6,1
ASV3503,3,6,1
ASV3505,3,6,1
ASV3507,3,6,1
ASV3508,3,6,1
ASV3509,3,6,1
ASV3510,3,6,1
ASV3511,3,6,1
ASV3512,3,6,1
ASV3514,3,6,1
ASV3516,3,6,1
ASV3517,3,6,1
ASV3518,3,6,1
ASV3519,3,6,1
ASV3520,3,6,1
ASV3521,3,6,1
ASV3522,3,6,1
ASV3523,3,6,1
ASV3524,3,6,1
ASV3525,3,6,1
ASV3529,3,6,1
ASV3532,3,6,1
ASV3533,3,6,1
ASV3534,3,6,1
ASV3536,3,6,1
ASV3541,3,6,1
ASV3542,3,6,1
ASV3543,3,6,1
ASV3544,3,6,1
ASV3545,3,6,1
ASV3548,3,6,1
ASV3549,3,6,1
ASV3550,3,6,1
ASV3551,3,6,1
ASV3553,3,6,1
ASV3555,3,6,1
ASV3556,3,6,1
ASV3558,3,6,1
ASV3562,3,6,1
ASV3563,3,6,1
ASV3570,3,6,1
ASV3571,3,6,1
ASV3574,3,6,1
ASV3575,3,6,1
ASV3576,3,6,1
ASV3577,3,6,1
ASV3579,3,6,13
ASV3580,3,6,1
ASV3581,3,6,1
ASV3582,3,6,1
ASV3583,3,6,1
ASV3584,3,6,1
ASV3589,3,6,1
ASV3590,3,6,1
ASV3592,3,6,1
ASV3593,3,6,1
ASV3595,3,6,1
ASV3596,3,6,1
ASV3597,3,6,1
ASV3599,3,6,1
ASV3600,3,6,1
ASV3601,3,6,1
ASV3602,3,6,1
ASV3606,3,6,1
ASV3607,3,6,1
ASV3608,3,6,1
ASV3609,3,6,1
ASV3611,3,6,1
ASV3613,3,6,1
ASV3614,3,6,1
ASV3615,3,6,1
ASV3616,3,6,1
ASV3619,3,6,1
ASV3620,3,6,1
ASV3621,3,6,1
ASV3622,3,6,1
ASV3623,3,6,1
ASV3624,3,6,1
ASV3625,3,6,1
ASV3626,3,6,1
ASV3627,3,6,1
ASV3629,3,6,1
ASV3633,3,6,1
ASV3634,3,6,1
ASV3640,3,6,1
ASV3641,3,6,1
