ASV,seed23_run2,seed105_run3,seed12_run4
ASV11358,3,6,1
ASV11359,3,6,1
ASV1136,1,9,12
ASV11360,3,6,1
ASV1137,3,6,1
ASV11370,3,6,1
ASV11376,3,6,1
ASV1138,8,11,9
ASV11387,3,6,1
ASV1139,9,8,10
ASV11390,3,6,1
ASV11397,3,6,1
ASV1140,3,6,1
ASV11400,3,6,1
ASV11401,3,6,1
ASV11405,3,6,1
ASV1142,3,6,13
ASV11428,3,6,1
ASV11430,3,6,1
ASV11436,3,6,1
ASV1144,12,12,11
ASV11441,3,6,1
ASV1145,5,4,6
ASV11452,3,6,1
ASV1146,3,6,1
ASV11468,3,6,1
ASV11475,3,6,1
ASV11481,3,6,1
ASV11487,3,6,1
ASV1149,9,3,7
ASV11491,3,6,1
ASV11498,3,6,1
ASV11499,3,6,1
ASV1150,1,9,12
ASV11503,3,6,1
ASV11505,3,6,1
ASV11507,3,6,1
ASV1151,3,6,1
ASV11512,3,6,1
ASV11514,3,6,1
ASV11516,3,6,1
ASV11519,3,6,1
ASV11524,3,6,1
ASV11525,3,6,1
ASV11526,3,6,1
ASV11536,3,6,1
ASV1155,9,8,10
ASV11553,3,6,1
ASV11554,3,6,1
ASV11559,3,6,1
ASV1156,3,6,1
ASV11562,3,6,1
ASV11565,3,6,1
ASV11578,3,6,1
ASV1158,3,6,1
ASV11584,3,6,1
ASV1159,3,6,1
ASV1160,3,6,1
ASV11604,3,6,1
ASV11610,3,6,1
ASV11623,3,6,1
ASV1163,3,6,1
ASV1164,3,6,1
ASV1165,7,1,8
ASV11650,3,6,1
ASV11653,3,6,1
ASV1166,3,6,1
ASV11660,3,6,1
ASV11663,3,6,1
ASV11672,3,6,1
ASV11677,3,6,1
ASV1169,3,6,1
ASV11696,3,6,1
ASV1171,3,6,1
ASV11716,3,6,1
ASV1172,3,6,1
ASV11724,3,6,1
ASV11739,3,6,1
ASV1174,3,6,1
ASV1175,3,6,1
ASV11753,3,6,1
ASV11770,3,6,1
ASV11779,3,6,1
ASV1178,1,9,12
ASV11788,3,6,1
ASV1179,3,6,1
ASV11798,3,6,1
ASV11800,3,6,1
ASV11808,3,6,1
ASV1181,3,6,1
ASV11812,3,6,1
ASV1182,3,6,1
ASV11827,3,6,1
ASV1183,9,8,10
ASV1184,3,6,1
ASV11840,3,6,1
ASV1185,3,6,1
ASV11857,3,6,1
ASV1186,5,4,6
ASV11865,3,6,1
ASV11867,3,6,1
ASV1187,3,6,1
ASV11875,3,6,1
ASV1188,3,6,1
ASV11881,3,6,1
ASV11883,3,6,1
ASV11884,3,6,1
ASV1189,3,6,1
ASV11891,3,6,1
ASV1190,8,11,9
ASV11902,3,6,1
ASV11911,3,6,1
ASV1193,9,8,10
ASV11931,3,6,1
ASV11932,3,6,1
ASV11939,3,6,1
ASV1194,3,6,1
ASV11946,3,6,1
ASV11948,3,6,1
ASV11949,3,6,1
ASV1195,3,6,1
ASV11952,3,6,1
ASV11956,3,6,1
ASV1196,3,6,1
ASV11965,3,6,1
ASV11966,3,6,1
ASV1197,3,6,1
ASV11970,3,6,1
ASV11973,3,6,1
ASV1198,3,6,1
ASV11985,3,6,1
ASV1199,3,6,1
ASV11998,3,6,1
ASV1200,3,6,1
ASV12000,3,6,1
ASV1201,1,9,12
ASV1202,3,6,1
ASV12022,3,6,1
ASV1203,3,6,1
ASV1204,3,6,1
ASV12041,3,6,1
ASV12045,3,6,1
ASV1205,3,6,1
ASV12050,3,6,1
ASV12057,3,6,1
ASV1206,3,6,1
ASV12064,3,6,1
ASV12076,3,6,1
ASV12078,3,6,1
ASV1208,3,6,1
ASV12080,3,6,1
ASV12091,3,6,1
ASV12096,3,6,1
ASV12098,3,6,1
ASV1210,3,6,1
ASV12107,3,6,1
ASV1211,9,8,10
ASV12119,3,6,1
ASV1212,3,6,1
ASV1213,3,6,1
ASV12135,3,6,1
ASV12136,3,6,1
ASV12138,3,6,1
ASV12139,3,6,1
ASV12144,3,6,1
ASV12147,3,6,1
ASV12157,3,6,1
ASV12166,3,6,1
ASV1217,3,6,1
ASV12171,3,6,1
ASV12178,3,6,1
ASV1218,3,6,1
ASV12186,3,6,1
ASV12193,3,6,1
ASV12200,3,6,1
ASV1221,3,6,1
ASV12213,3,6,1
ASV1222,3,6,1
ASV12230,3,6,1
ASV1224,3,6,13
ASV12244,3,6,1
ASV12254,3,6,1
ASV12257,3,6,1
ASV1226,3,6,1
ASV12260,3,6,1
ASV12263,3,6,1
ASV12268,3,6,1
ASV1227,3,6,1
ASV12278,3,6,1
ASV12279,3,6,1
ASV12280,3,6,1
ASV12281,3,6,1
ASV12285,3,6,1
ASV1229,3,6,1
ASV12293,3,6,1
ASV1230,3,6,1
ASV12300,3,6,1
ASV12302,3,6,1
ASV12303,3,6,1
ASV1231,12,12,11
ASV12314,3,6,1
ASV12316,3,6,1
ASV1232,1,9,12
ASV12326,3,6,1
ASV1233,1,9,12
ASV1234,3,6,1
ASV1235,3,6,1
ASV12359,3,6,1
ASV1236,3,6,1
ASV12376,3,6,1
ASV1238,1,9,12
ASV1239,8,11,9
ASV12393,3,6,1
ASV12401,3,6,1
ASV1241,3,6,1
ASV12414,3,6,1
ASV1243,3,6,1
ASV12440,3,6,1
ASV12441,3,6,1
ASV1245,5,4,6
ASV12451,3,6,1
ASV12458,3,6,1
ASV12469,3,6,1
ASV12475,3,6,1
ASV12478,3,6,1
ASV1248,3,6,1
ASV12488,3,6,1
ASV1249,3,6,1
ASV12493,3,6,1
ASV12506,3,6,1
ASV12513,3,6,1
ASV12515,3,6,1
ASV12526,3,6,1
ASV1254,3,6,1
ASV12542,3,6,1
ASV1255,3,6,1
ASV12550,3,6,1
ASV1256,3,6,1
ASV12586,3,6,1
ASV1259,3,6,1
ASV12592,3,6,1
ASV12596,3,6,1
ASV1260,3,6,1
ASV12605,3,6,1
ASV12608,3,6,1
ASV1262,3,6,1
ASV12628,3,6,1
ASV1263,3,6,1
ASV12631,3,6,1
ASV12633,3,6,1
ASV1264,11,3,7
ASV12648,3,6,1
ASV1265,3,6,1
ASV1266,3,6,1
ASV12660,3,6,1
ASV1267,1,9,12
ASV12683,3,6,1
ASV1270,12,12,11
ASV12708,3,6,1
ASV1271,3,6,1
ASV12710,3,6,1
ASV1272,3,6,1
ASV12723,3,6,1
ASV1273,1,9,12
ASV12731,3,6,1
ASV1274,3,6,1
ASV1275,3,6,1
ASV1276,3,6,1
ASV12764,3,6,1
ASV12765,3,6,1
ASV12767,3,6,1
ASV12768,3,6,1
ASV1277,3,6,1
ASV12774,3,6,1
ASV12778,3,6,1
ASV1278,3,6,13
ASV12790,3,6,1
ASV12791,3,6,1
ASV12796,3,6,1
ASV12798,3,6,1
ASV1280,3,6,1
ASV12801,3,6,1
ASV12802,3,6,1
ASV1281,3,6,1
ASV12814,3,6,1
ASV1282,1,9,12
ASV12829,3,6,1
ASV1284,3,6,1
ASV12840,3,6,1
ASV12845,3,6,1
ASV12850,3,6,1
ASV12854,3,6,1
ASV12857,3,6,1
ASV1286,3,6,1
ASV12860,3,6,1
ASV12863,3,6,1
ASV1288,3,6,1
ASV12883,3,6,1
ASV12884,3,6,1
ASV1289,3,6,1
ASV12896,3,6,1
ASV1290,3,6,13
ASV12900,3,6,1
ASV12906,3,6,1
ASV1291,3,6,1
ASV12912,3,6,1
ASV12917,3,6,1
ASV1292,3,6,1
ASV1293,3,6,1
ASV1294,9,8,10
ASV12946,3,6,1
ASV1295,3,6,1
ASV12952,3,6,1
ASV12962,3,6,1
ASV12966,3,6,1
ASV1297,3,6,1
ASV12971,3,6,1
ASV12975,3,6,1
ASV12976,3,6,1
ASV1298,9,8,10
ASV12990,3,6,1
ASV1300,3,6,1
ASV13008,3,6,1
ASV13012,3,6,1
ASV1302,3,6,1
ASV13021,3,6,1
ASV13027,3,6,1
ASV13035,3,6,1
ASV1304,1,9,12
ASV13040,3,6,1
ASV1305,3,6,1
ASV13055,3,6,1
ASV13059,3,6,1
ASV1307,3,6,1
ASV13089,3,6,1
ASV1309,3,6,1
ASV13097,3,6,1
ASV1310,9,8,10
ASV13104,3,6,1
ASV1311,3,6,1
ASV13110,3,6,1
ASV13113,3,6,1
ASV1312,12,12,11
ASV13121,3,6,1
ASV13123,3,6,1
ASV1313,3,6,1
ASV13132,3,6,1
ASV1314,1,9,12
ASV13147,3,6,1
ASV1315,3,6,13
ASV13153,3,6,1
ASV13164,3,6,1
ASV1317,3,6,1
ASV1318,3,6,1
ASV1319,3,6,1
ASV1320,2,6,2
ASV13208,3,6,1
ASV13209,3,6,1
ASV1321,3,6,1
ASV13221,3,6,1
ASV13246,3,6,1
ASV1325,3,6,1
ASV1326,1,9,12
ASV13266,3,6,1
ASV13271,3,6,1
ASV13279,3,6,1
ASV1328,3,6,1
ASV13283,3,6,1
ASV1329,3,6,1
ASV13297,3,6,1
ASV13299,3,6,1
ASV1330,3,6,1
ASV13304,3,6,1
ASV13306,3,6,1
ASV13308,3,6,1
ASV1331,1,9,12
ASV13311,3,6,1
ASV1332,3,6,1
ASV13322,3,6,1
ASV13323,3,6,1
ASV1333,5,4,6
ASV1334,9,8,10
ASV13352,3,6,1
ASV13357,3,6,1
ASV13362,3,6,1
ASV13363,3,6,1
ASV1338,3,6,1
ASV13381,3,6,1
ASV13384,3,6,1
ASV1339,3,6,1
ASV13390,3,6,1
ASV13394,3,6,1
ASV1340,3,6,1
ASV13408,3,6,1
ASV1341,3,6,1
ASV1343,3,6,1
ASV1344,3,6,1
ASV13440,3,6,1
ASV1345,3,6,1
ASV13451,3,6,1
ASV13465,3,6,1
ASV13469,3,6,1
ASV1347,3,6,1
ASV13480,3,6,1
ASV13488,3,6,1
ASV1349,3,6,1
ASV13504,3,6,1
ASV1351,11,3,7
ASV13518,3,6,1
ASV1352,3,6,1
ASV13520,3,6,1
ASV13526,3,6,1
ASV1354,5,4,6
ASV1355,3,6,1
ASV13557,3,6,1
ASV13559,3,6,1
ASV13562,3,6,1
ASV1357,3,6,1
ASV13611,3,6,1
ASV13612,3,6,1
ASV13625,3,6,1
ASV1363,1,9,12
ASV1364,3,6,1
ASV1365,3,6,1
ASV13653,3,6,1
ASV13656,3,6,1
ASV13660,3,6,1
ASV13670,3,6,1
ASV13677,3,6,1
ASV13678,3,6,1
ASV1368,3,6,1
ASV13688,3,6,1
ASV1369,3,6,1
ASV13692,3,6,1
ASV1371,3,6,1
ASV1372,3,6,1
ASV13721,3,6,1
ASV13739,3,6,1
ASV13740,3,6,1
ASV13746,3,6,1
ASV13747,3,6,1
ASV13752,3,6,1
ASV1377,3,6,1
ASV1379,3,6,1
ASV13793,3,6,1
ASV13797,3,6,1
ASV13803,3,6,1
ASV1381,3,6,1
ASV13810,3,6,1
ASV1382,3,6,1
ASV1384,3,6,1
ASV13842,3,6,1
ASV1386,3,6,1
ASV1388,1,9,12
ASV13886,3,6,1
ASV1389,3,6,1
ASV13893,3,6,1
ASV13899,3,6,1
ASV1392,12,12,11
ASV13924,3,6,1
ASV1393,12,12,11
ASV13932,3,6,1
ASV13939,3,6,1
ASV1394,3,6,1
ASV13952,3,6,1
ASV13960,3,6,1
ASV13973,3,6,1
ASV1399,3,6,1
ASV13991,3,6,1
ASV13993,3,6,1
ASV1400,3,6,1
ASV14001,3,6,1
ASV14003,3,6,1
ASV14006,3,6,1
ASV14007,3,6,1
ASV14008,3,6,1
ASV1401,3,6,1
ASV1403,3,6,1
ASV1404,3,6,1
ASV14043,3,6,1
ASV1405,8,11,9
ASV14052,3,6,1
ASV14055,3,6,1
ASV14056,3,6,1
ASV14057,3,6,1
ASV14066,3,6,1
ASV14067,3,6,1
ASV1407,3,6,1
ASV1408,3,6,1
ASV1409,3,6,1
ASV14091,3,6,1
ASV14097,3,6,1
ASV1410,3,6,1
ASV14100,3,6,1
ASV14103,3,6,1
ASV14109,3,6,1
ASV1412,1,9,12
ASV14131,3,6,1
ASV1414,3,6,1
ASV14150,3,6,1
ASV14151,3,6,1
ASV14157,3,6,1
ASV14159,3,6,1
ASV1416,9,8,10
ASV1417,3,6,1
ASV14175,3,6,1
ASV14195,3,6,1
ASV1420,3,6,1
ASV14208,3,6,1
ASV1422,3,6,1
ASV14220,3,6,1
ASV14224,3,6,1
ASV1423,3,6,1
ASV1424,3,6,1
ASV1425,12,12,11
ASV1427,3,6,1
ASV1428,3,6,12
ASV14283,3,6,1
ASV14293,3,6,1
ASV14296,3,6,1
ASV14304,3,6,1
ASV1432,3,6,1
ASV1433,3,6,1
ASV14330,3,6,1
ASV1434,3,6,1
ASV1435,3,6,1
ASV1437,3,6,1
ASV14374,3,6,1
ASV14377,3,6,1
ASV1438,3,6,1
ASV14387,3,6,1
ASV1439,3,6,13
ASV14393,3,6,1
ASV14399,3,6,1
ASV14406,3,6,1
ASV1441,3,6,1
ASV14417,3,6,1
ASV14419,3,6,1
ASV1442,3,6,1
ASV14421,3,6,1
ASV14426,3,6,1
ASV14429,3,6,1
ASV14438,3,6,1
ASV1444,3,6,1
ASV14440,3,6,1
ASV1445,11,3,7
ASV1446,3,6,1
ASV14463,3,6,1
ASV1447,3,6,1
ASV1448,3,6,1
ASV14482,3,6,1
ASV1449,3,6,1
ASV14492,3,6,1
ASV14498,3,6,1
ASV1450,3,6,13
ASV14507,3,6,1
ASV1451,3,6,1
ASV14518,3,6,1
ASV1452,3,6,1
ASV1454,3,6,1
ASV14549,3,6,1
ASV1455,12,12,11
ASV1456,3,6,1
ASV14564,3,6,1
ASV14565,3,6,1
ASV1457,3,6,1
ASV14570,3,6,1
ASV14579,3,6,1
ASV1458,3,6,1
ASV14584,3,6,1
ASV1459,9,8,10
ASV14597,3,6,1
ASV14604,3,6,1
ASV1461,3,6,1
ASV14625,3,6,1
ASV1463,1,9,12
ASV14631,3,6,1
ASV14637,3,6,1
ASV14641,3,6,1
ASV1466,3,6,1
ASV1467,5,4,6
ASV14677,3,6,1
ASV14679,3,6,1
ASV14680,3,6,1
ASV14682,3,6,1
ASV1469,3,6,1
ASV1470,3,6,1
ASV14718,3,6,1
ASV1473,3,6,1
ASV14733,3,6,1
ASV14736,3,6,1
ASV1474,11,3,7
ASV14742,3,6,1
ASV1475,1,9,12
ASV14752,3,6,1
ASV1476,3,6,1
ASV14761,3,6,1
ASV14766,3,6,1
ASV14778,3,6,1
ASV1478,3,6,1
ASV14797,3,6,1
ASV1480,3,6,1
ASV14801,3,6,1
ASV1481,3,6,1
ASV1482,3,6,1
ASV1483,3,6,1
ASV14849,3,6,1
ASV1485,3,6,1
ASV14867,3,6,1
ASV1487,3,6,1
ASV1488,3,6,1
ASV1489,12,12,11
ASV1490,3,6,1
ASV14901,3,6,1
ASV14904,3,6,1
ASV1491,3,6,13
ASV14939,3,6,1
ASV14947,3,6,1
ASV1495,3,6,1
ASV1496,3,6,1
ASV14961,3,6,1
ASV14962,3,6,1
ASV14970,3,6,1
ASV14975,3,6,1
ASV1499,3,6,1
ASV14991,3,6,1
ASV1500,3,6,1
ASV15008,3,6,1
ASV1501,3,6,1
ASV15014,3,6,1
ASV1502,3,6,1
ASV15020,3,6,1
ASV15025,3,6,1
ASV15032,3,6,1
ASV15047,3,6,1
ASV1505,3,6,1
ASV15070,3,6,1
ASV15073,3,6,1
ASV15081,3,6,1
ASV1509,3,6,1
ASV1510,3,6,1
ASV1512,11,3,7
ASV1513,3,6,1
ASV1514,3,6,1
ASV15142,3,6,1
ASV1515,3,6,1
ASV1516,3,6,1
ASV15166,3,6,1
ASV15169,3,6,1
ASV1517,12,12,11
ASV15181,3,6,1
ASV15191,3,6,1
ASV15192,3,6,1
ASV1520,3,6,1
ASV1521,8,11,9
ASV15218,3,6,1
ASV1522,3,6,13
ASV1524,3,6,1
ASV15253,3,6,1
ASV15256,3,6,1
ASV1527,7,1,8
ASV15270,3,6,1
ASV15279,3,6,1
ASV1528,1,9,12
ASV1529,3,6,1
ASV15297,3,6,1
ASV15304,3,6,1
ASV1531,3,6,1
ASV15318,3,6,1
ASV1532,2,5,2
ASV15321,3,6,1
ASV15326,3,6,1
ASV15327,3,6,1
ASV15328,3,6,1
ASV1534,3,6,13
ASV15341,3,6,1
ASV1535,3,6,1
ASV1536,3,6,1
ASV1537,11,3,7
ASV1539,3,6,1
ASV1540,3,6,1
ASV15408,3,6,1
ASV1541,9,8,13
ASV15422,3,6,1
ASV15423,3,6,1
ASV1543,12,12,11
ASV15436,3,6,1
ASV15438,3,6,1
ASV15459,3,6,1
ASV1546,8,11,9
ASV1547,11,3,7
ASV1548,3,6,1
ASV15483,3,6,1
ASV1549,3,6,12
ASV1550,3,6,1
ASV1551,1,9,12
ASV15515,3,6,1
ASV1552,11,3,7
ASV15527,3,6,1
ASV1553,3,6,1
ASV1555,3,6,1
ASV1557,8,11,9
ASV15576,3,6,1
ASV15579,3,6,1
ASV15580,3,6,1
ASV1559,11,3,7
ASV15592,3,6,1
ASV1560,3,6,1
ASV1561,3,6,1
ASV15614,3,6,1
ASV15616,3,6,1
ASV15627,3,6,1
ASV1563,3,6,1
ASV1565,9,8,10
ASV1566,3,6,1
ASV15664,3,6,1
ASV1567,3,6,1
ASV15688,3,6,1
ASV1569,3,9,1
ASV15697,3,6,1
ASV15705,3,6,1
ASV15711,3,6,1
ASV1573,3,6,1
ASV15738,3,6,1
ASV1574,3,6,1
ASV15744,3,6,1
ASV1575,1,9,12
ASV15750,3,6,1
ASV1576,3,6,1
ASV15761,3,6,1
ASV15767,3,6,1
ASV1577,12,12,11
ASV15778,3,6,1
ASV1578,3,6,1
ASV15787,3,6,1
ASV1579,1,9,12
ASV15792,3,6,1
ASV15793,3,6,1
ASV1580,3,6,1
ASV15803,3,6,1
ASV1581,3,6,1
ASV15829,3,6,1
ASV1584,3,6,1
ASV15844,3,6,1
ASV1585,3,6,1
ASV1586,3,6,1
ASV15868,3,6,1
ASV15877,3,6,1
ASV15879,3,6,1
ASV15891,3,6,1
ASV1591,3,6,13
ASV1592,1,9,12
ASV15927,3,6,1
ASV1593,9,6,1
ASV1594,3,6,1
ASV15946,3,6,1
ASV15948,3,6,1
ASV1595,3,6,1
ASV15958,3,6,1
ASV1596,3,6,1
ASV15967,3,6,1
ASV1597,5,4,6
ASV1598,3,6,1
ASV1600,3,6,1
ASV1601,3,6,1
ASV1602,1,9,12
ASV16025,3,6,1
ASV1603,3,6,1
ASV16039,3,6,1
ASV1605,3,6,1
ASV1606,3,6,1
ASV16064,3,6,1
ASV16068,3,6,1
ASV1607,3,6,1
ASV16072,3,6,1
ASV16077,3,6,1
ASV1610,3,6,1
ASV16106,3,6,1
ASV1611,3,6,1
ASV16110,3,6,1
ASV1613,3,6,1
ASV1614,3,6,1
ASV1615,12,12,11
ASV1617,9,6,1
ASV16173,3,6,1
ASV1618,3,6,1
ASV16180,3,6,1
ASV1620,8,11,9
ASV1621,3,6,13
ASV16231,3,6,1
ASV1625,3,6,1
ASV16254,3,6,1
ASV16269,3,6,1
ASV1627,3,6,1
ASV16273,3,6,1
ASV1628,3,6,1
ASV1630,3,6,1
ASV1631,1,9,12
ASV16318,3,6,1
ASV16320,3,6,1
ASV16325,3,6,1
ASV16329,3,6,1
ASV1633,11,3,7
ASV16334,3,6,1
ASV1634,3,6,1
ASV16340,3,6,1
ASV1635,3,6,1
ASV1636,3,6,1
ASV1637,1,9,12
ASV1638,1,9,12
ASV16382,3,6,1
ASV1640,12,12,11
ASV16406,3,6,1
ASV1641,1,9,12
ASV1642,3,6,1
ASV1644,3,6,1
ASV1645,3,6,1
ASV16458,3,6,1
ASV1646,5,4,6
ASV16463,3,6,1
ASV1648,3,6,1
ASV1649,3,6,1
ASV1650,3,6,1
ASV16500,3,6,1
ASV1651,1,9,12
ASV1652,3,6,1
ASV1653,3,6,1
ASV1654,3,6,1
ASV1655,3,6,1
ASV1656,3,6,1
ASV16564,3,6,1
ASV1657,9,8,10
ASV1658,9,8,10
ASV16599,3,6,1
ASV1660,3,6,1
ASV16607,3,6,1
ASV1661,3,6,1
ASV1663,12,12,11
ASV16634,3,6,1
ASV1664,3,6,1
ASV16641,3,6,1
ASV16649,3,6,1
ASV1665,3,6,1
ASV16652,3,6,1
ASV16657,3,6,1
ASV1666,3,6,1
ASV16665,3,6,1
ASV1667,3,6,1
ASV1668,3,6,1
ASV16696,3,6,1
ASV1670,3,6,13
ASV16705,3,6,1
ASV1671,9,8,10
ASV16714,3,6,1
ASV1675,12,12,11
ASV1676,9,8,10
ASV1677,3,6,1
ASV1678,3,6,1
ASV16780,3,6,1
ASV1680,1,9,12
ASV16807,3,6,1
ASV16810,3,6,1
ASV16817,3,6,1
ASV1682,3,6,1
ASV16820,3,6,1
ASV16823,3,6,1
ASV1683,9,8,10
ASV1684,9,8,10
ASV1685,3,6,1
ASV16854,3,6,1
ASV16856,3,6,1
ASV1687,3,6,1
ASV16885,3,6,1
ASV1689,3,6,1
ASV1690,3,6,1
ASV16905,3,6,1
ASV16909,3,6,1
ASV1691,3,6,1
ASV1692,3,6,1
ASV1693,9,8,10
ASV16930,3,6,1
ASV16932,3,6,1
ASV16933,3,6,1
ASV1694,3,6,1
ASV1696,3,6,1
ASV16966,3,6,1
ASV1697,3,6,1
ASV16971,3,6,1
ASV1698,3,6,1
ASV16983,3,6,1
ASV1700,3,6,1
ASV17008,3,6,1
ASV1701,3,6,1
ASV1702,3,6,1
ASV17020,3,6,1
ASV1704,3,6,1
ASV17042,3,6,1
ASV1706,3,6,1
ASV17063,3,6,1
ASV17073,3,6,1
ASV17076,3,6,1
ASV17088,3,6,1
ASV1709,3,6,1
ASV17095,3,6,1
ASV17102,3,6,1
ASV1711,3,6,1
ASV1712,3,6,1
ASV1713,3,6,1
ASV17132,3,6,1
ASV1715,3,6,1
ASV1717,7,1,8
ASV17171,3,6,1
ASV1718,12,12,11
ASV1719,3,6,1
ASV1720,3,6,1
ASV1721,3,6,1
ASV1723,3,6,1
ASV1724,3,6,1
ASV1725,3,6,13
ASV1727,9,8,10
ASV17270,3,6,1
ASV1728,3,6,1
ASV17286,3,6,1
ASV17287,3,6,1
ASV1729,1,9,12
ASV1730,3,6,1
ASV17305,3,6,1
ASV1731,3,6,1
ASV17319,3,6,1
ASV1732,12,12,11
ASV1735,3,6,1
ASV1736,3,6,1
ASV17366,3,6,1
ASV17376,3,6,1
ASV1738,3,6,1
ASV1739,1,9,12
ASV1740,3,6,1
ASV17406,3,6,1
ASV1741,3,6,1
ASV1742,3,6,1
ASV17425,3,6,1
ASV1743,3,6,1
ASV1744,3,6,1
ASV1745,3,6,13
ASV1746,3,6,1
ASV1747,3,6,1
ASV17475,3,6,1
ASV1748,1,9,12
ASV17505,3,6,1
ASV1751,3,6,13
ASV17519,3,6,1
ASV1752,3,6,1
ASV17535,3,6,1
ASV1755,12,12,11
ASV1756,9,8,10
ASV1758,3,6,1
ASV17619,3,6,1
ASV1762,1,9,12
ASV1763,3,6,1
ASV1764,3,6,1
ASV1765,3,6,1
ASV1766,12,6,11
ASV17660,3,6,1
ASV1770,1,9,12
ASV1771,3,6,1
ASV17712,3,6,1
ASV1772,3,6,1
ASV1773,3,6,1
ASV1774,3,6,1
ASV17754,3,6,1
ASV17768,3,6,1
ASV1778,3,6,1
ASV17785,3,6,1
ASV1782,3,6,1
ASV1784,3,6,1
ASV1785,3,6,1
ASV17853,3,6,1
ASV17854,3,6,1
ASV1786,3,6,1
ASV1787,3,6,1
ASV1788,3,6,1
ASV1789,3,6,1
ASV17898,3,6,1
ASV1792,1,9,12
ASV1794,3,6,1
ASV17940,3,6,1
ASV17945,3,6,1
ASV17948,3,6,1
ASV17950,3,6,1
ASV1797,3,6,1
ASV17973,3,6,1
ASV1798,3,6,1
ASV1800,3,6,1
ASV1803,3,6,1
ASV1804,9,6,1
ASV18049,3,6,1
ASV1805,3,6,1
ASV1807,9,8,10
ASV1808,3,6,1
ASV1810,3,6,1
ASV1811,3,6,1
ASV1812,3,6,1
ASV1813,3,6,1
ASV1817,11,3,7
ASV18174,3,6,1
ASV1818,3,6,1
ASV18186,3,6,1
ASV18193,3,6,1
ASV1820,12,12,11
ASV1821,3,6,1
ASV18213,3,6,1
ASV1822,3,6,1
ASV1823,3,6,1
ASV1824,3,6,1
ASV1825,3,6,13
ASV1826,3,6,1
ASV1827,1,9,12
ASV1828,3,6,1
ASV18292,3,6,1
ASV1830,12,12,11
ASV1832,3,6,1
ASV1833,3,6,1
ASV1834,3,6,1
ASV1836,12,12,11
ASV18366,3,6,1
ASV18367,3,6,1
ASV1837,3,6,1
ASV18383,3,6,1
ASV1839,3,6,1
ASV1840,3,6,1
ASV18402,3,6,1
ASV18419,3,6,1
ASV1842,3,6,1
ASV1844,3,6,1
ASV18441,3,6,1
ASV1845,3,6,1
ASV1846,3,6,1
ASV1848,3,6,1
ASV18482,3,6,1
ASV1849,3,6,1
ASV1850,3,6,1
ASV18501,3,6,1
ASV1851,3,6,1
ASV1852,3,6,13
ASV1854,3,6,1
ASV1855,3,6,1
ASV18559,3,6,1
ASV1856,3,6,1
ASV1857,3,6,1
ASV1859,1,9,12
ASV1860,3,6,1
ASV1861,12,12,11
ASV1862,3,6,1
ASV1863,3,6,1
ASV1864,3,6,1
ASV1865,3,6,1
ASV18661,3,6,1
ASV1867,3,6,1
ASV1869,3,6,1
ASV18690,3,6,1
ASV1870,3,6,1
ASV1871,3,6,1
ASV1873,9,6,1
ASV1874,12,12,11
ASV18748,3,6,1
ASV1875,9,6,1
ASV1876,12,12,11
ASV1877,3,6,1
ASV1878,3,6,1
ASV1879,3,6,1
ASV1881,3,6,1
ASV1882,3,6,1
ASV1883,5,4,6
ASV1885,3,9,12
ASV1886,3,6,1
ASV1887,3,6,1
ASV18875,3,6,1
ASV1889,3,6,1
ASV1890,3,6,1
ASV18926,3,6,1
ASV1893,3,6,1
ASV1895,9,8,10
ASV1896,3,6,1
ASV18964,3,6,1
ASV1897,3,6,1
ASV1898,3,6,1
ASV1900,3,6,1
ASV1901,3,6,1
ASV1902,12,12,11
ASV1903,3,6,1
ASV19033,3,6,1
ASV1904,3,6,1
ASV1906,3,6,1
ASV1907,3,6,1
ASV1908,3,6,1
ASV1909,3,6,1
ASV1910,1,9,12
ASV1911,3,6,1
ASV1915,3,6,1
ASV1916,3,6,1
ASV1917,3,6,1
ASV1918,3,6,1
ASV1919,3,6,1
ASV1921,3,6,1
ASV1922,3,6,1
ASV1923,3,6,1
ASV1925,3,6,1
ASV19252,3,6,1
ASV1926,3,6,1
ASV1927,3,6,1
ASV1929,3,6,1
ASV1930,3,6,1
ASV1931,3,6,1
ASV1934,3,6,1
ASV1935,3,6,1
ASV1938,3,6,1
ASV1939,3,6,1
ASV1940,3,6,1
ASV1941,3,6,1
ASV19412,3,6,1
ASV1942,3,6,1
ASV1943,3,6,1
ASV1944,9,8,10
ASV1945,3,6,1
ASV19450,3,6,1
ASV1946,3,6,13
ASV19484,3,6,1
ASV19497,3,6,1
ASV1950,3,6,1
ASV1951,3,6,1
ASV1953,3,6,1
ASV1954,3,6,1
ASV1955,3,6,1
ASV1956,3,6,1
ASV19585,3,6,1
ASV1959,3,6,1
ASV1960,1,9,12
ASV1964,3,6,1
ASV1965,3,6,1
ASV19667,3,6,1
ASV1967,3,6,1
ASV1968,3,6,1
ASV19688,3,6,1
ASV1969,1,9,12
ASV1970,3,6,1
ASV1973,3,6,1
ASV1974,3,6,1
ASV19741,3,6,1
ASV1975,1,9,12
ASV19759,3,6,1
ASV1976,3,6,1
ASV1977,12,12,11
ASV19789,3,6,1
ASV1979,3,6,1
ASV19799,3,6,1
ASV19806,3,6,1
ASV1981,3,6,1
ASV1982,3,6,1
ASV19821,3,6,1
ASV1983,3,6,1
ASV19830,3,6,1
ASV19835,3,6,1
ASV1985,3,6,1
ASV1987,3,6,1
