"","Sample","Species","Region","Reef","Lat","Lon","Collection.date"
"220","PDOG-R1-12","Pocillopora verrucosa","DOG","R1",19.63511111,40.57536111,"Sep-11"
"221","PDOG-R1-13","Pocillopora verrucosa","DOG","R1",19.63511111,40.57536111,"Sep-11"
"222","PDOG-R1-14","Pocillopora verrucosa","DOG","R1",19.63511111,40.57536111,"Sep-11"
"223","PDOG-R1-16","Pocillopora verrucosa","DOG","R1",19.63511111,40.57536111,"Sep-11"
"224","PDOG-R1-18","Pocillopora verrucosa","DOG","R1",19.63511111,40.57536111,"Sep-11"
"225","PDOG-R1-19","Pocillopora verrucosa","DOG","R1",19.63511111,40.57536111,"Sep-11"
"226","PDOG-R1-20","Pocillopora verrucosa","DOG","R1",19.63511111,40.57536111,"Sep-11"
"227","PDOG-R1-21","Pocillopora verrucosa","DOG","R1",19.63511111,40.57536111,"Sep-11"
"228","PDOG-R1-22","Pocillopora verrucosa","DOG","R1",19.63511111,40.57536111,"Sep-11"
"229","PDOG-R1-23","Pocillopora verrucosa","DOG","R1",19.63511111,40.57536111,"Sep-11"
"230","PDOG-R1-24","Pocillopora verrucosa","DOG","R1",19.63511111,40.57536111,"Sep-11"
"231","PDOG-R1-27","Pocillopora verrucosa","DOG","R1",19.63511111,40.57536111,"Sep-11"
"232","PDOG-R1-28","Pocillopora verrucosa","DOG","R1",19.63511111,40.57536111,"Sep-11"
"233","PDOG-R1-29","Pocillopora verrucosa","DOG","R1",19.63511111,40.57536111,"Sep-11"
"234","PDOG-R1-30","Pocillopora verrucosa","DOG","R1",19.63511111,40.57536111,"Sep-11"
"235","PDOG-R2-1","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"236","PDOG-R2-2","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"237","PDOG-R2-3","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"238","PDOG-R2-5","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"239","PDOG-R2-6","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"240","PDOG-R2-8","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"241","PDOG-R2-9","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"242","PDOG-R2-10","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"243","PDOG-R2-11","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"244","PDOG-R2-12","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"245","PDOG-R2-15","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"246","PDOG-R2-17","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"247","PDOG-R2-19","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"248","PDOG-R2-20","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"249","PDOG-R2-21","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"250","PDOG-R2-22","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"251","PDOG-R2-23","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"252","PDOG-R2-24","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"253","PDOG-R2-25","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"254","PDOG-R2-26","Pocillopora verrucosa","DOG","R2",19.61402778,40.63819444,"Sep-11"
"255","PDOG-R3-5","Pocillopora verrucosa","DOG","R3",19.66569167,40.62266389,"Mar-12"
"256","PDOG-R3-6","Pocillopora verrucosa","DOG","R3",19.66569167,40.62266389,"Mar-12"
"257","PDOG-R3-7","Pocillopora verrucosa","DOG","R3",19.66569167,40.62266389,"Mar-12"
"258","PDOG-R3-8","Pocillopora verrucosa","DOG","R3",19.66569167,40.62266389,"Mar-12"
"259","PDOG-R3-9","Pocillopora verrucosa","DOG","R3",19.66569167,40.62266389,"Mar-12"
"260","PDOG-R3-10","Pocillopora verrucosa","DOG","R3",19.66569167,40.62266389,"Mar-12"
"261","PDOG-R3-11","Pocillopora verrucosa","DOG","R3",19.66569167,40.62266389,"Mar-12"
"262","PDOG-R3-12","Pocillopora verrucosa","DOG","R3",19.66569167,40.62266389,"Mar-12"
"263","PDOG-R3-14","Pocillopora verrucosa","DOG","R3",19.66569167,40.62266389,"Mar-12"
"264","PDOG-R3-16","Pocillopora verrucosa","DOG","R3",19.66569167,40.62266389,"Mar-12"
"265","PDOG-R3-18","Pocillopora verrucosa","DOG","R3",19.66569167,40.62266389,"Mar-12"
"266","PDOG-R3-19","Pocillopora verrucosa","DOG","R3",19.66569167,40.62266389,"Mar-12"
"267","PDOG-R3-20","Pocillopora verrucosa","DOG","R3",19.66569167,40.62266389,"Mar-12"
"268","PDOG-R3-21","Pocillopora verrucosa","DOG","R3",19.66569167,40.62266389,"Mar-12"
"269","PDOG-R3-24","Pocillopora verrucosa","DOG","R3",19.66569167,40.62266389,"Mar-12"
