row_names,s1,abs_coef
ASV0675,0.3607239496935461,0.3607239496935461
(Intercept),0.2843898160565705,0.2843898160565705
ASV0013,-0.25135074701974686,0.25135074701974686
ASV0958,0.1607234010905504,0.1607234010905504
ASV0485,0.04982114615916672,0.04982114615916672
ASV0120,-0.0463841454292891,0.0463841454292891
ASV0011,-0.014622134306113223,0.014622134306113223
